#SeqID	Sample	OTU	PercEntropy	PercMaskedBases	Hit	PID	QCov
AF195454_1_768	S1	OP3Div5	41.7	44.9	EU236377	89.0	87.2
AF224787_1_997	S1	OP3Div4	56.8	62.6	EU386021	91.3	97.1
AF224825_1_996	S1	OP3Div3	56.9	62.4	AY667264	86.8	93.9
AF224848_1_749	S1	OP3Div2	39.6	43.0	EU048672	95.6	97.1
AF320942_1_515	S1	OP3Div3	30.9	26.5	FJ437841	88.8	91.7
AF392792_1_519	S1	OP3Div2	38.6	33.5	EU937932	89.3	95.2
AF407207_1_1491	S1	OP3Div3	95.4	94.9	AF407207	100.0	100.0
AF224792_1_687	S1	OP3Div2	41.4	53.2	AF419696	92.2	100.0
AF424408_1_999	S1	OP3Div5	56.8	62.2	FJ205385	96.2	98.8
AF224850_1_1003	S1	OP3Div2	56.7	62.2	EU386066	94.2	97.3
AF524029_1_1298	S1	OP3Div1	96.7	94.9	AF524029	100.0	100.0
AF332285_1_600	S1	OP3Div2	32.4	32.0	AY373410	89.5	100.0
AF540807_1_570	S1	OP3Div3	36.4	44.2	AF407207	91.4	100.0
AF224786_1_323	S1	OP3Div4	20.9	25.0	EU386021	92.9	100.0
AF392793_1_520	S1	OP3Div2	39.3	33.5	EU881347	90.9	99.6
AF540812_1_520	S1	OP3Div3	34.6	39.9	AF407207	89.5	100.0
AF224816_1_627	S1	OP3Div3	39.6	48.6	AF407201	87.5	98.9
AF419696_1_1506	S1	OP3Div2	96.4	94.7	AF419696	100.0	100.0
AF540825_1_530	S1	OP3Div4	34.8	41.1	AY344402	90.1	99.8
AF224830_1_605	S1	OP3Div2	32.3	31.7	EU385720	88.1	96.4
AF424409_1_1003	S1	OP3Div2	56.6	62.0	AB015559	95.5	99.7
AJ390465_1_1130	S1	OP3Div3	80.5	85.4	AF407207	85.9	99.1
AF320941_1_747	S1	OP3Div3	54.2	49.5	AF407207	85.7	86.3
AF540806_1_570	S1	OP3Div3	36.5	44.4	AF407207	92.2	100.0
AJ518461_1_430	S1	OP3Div3	36.2	33.5	AB232814	89.6	96.5
AF332344_1_600	S1	OP3Div1	31.8	32.4	AB294345	84.8	85.7
AF540808_1_539	S1	OP3Div3	35.0	41.9	FJ437841	96.1	99.8
AJ876943_1_529	S1	OP3Div5	32.3	29.9	FJ205385	92.4	100.0
AF407201_1_1446	S1	OP3Div3	95.3	94.9	AF407201	100.0	100.0
AF540813_1_547	S1	OP3Div3	35.2	42.4	AF407207	90.9	100.0
AM162486_1_1506	S1	OP3Div5	95.9	95.1	AM162486	100.0	100.0
AF424407_1_911	S1	OP3Div2	56.5	61.9	EU385956	95.8	95.9
AJ224540_1_1504	S1	OP3Div5	95.5	94.4	AJ224540	100.0	100.0
AF224783_1_616	S1	OP3Div2	32.3	31.7	EU386066	93.1	95.1
AM406808_1_873	S1	OP3Div1	65.2	67.0	AF524029	92.0	100.0
AF507707_1_1495	S1	OP3Div5	96.5	95.3	AF507707	100.0	100.0
AJ390471_1_1323	S1	OP3Div3	96.3	95.3	AJ390471	100.0	100.0
AF224797_1_828	S1	OP3Div2	57.1	62.6	EU522667	85.3	99.9
AM409987_1_945	S1	OP3Div5	63.6	64.4	EU491137	88.1	98.7
AF540811_1_536	S1	OP3Div3	34.8	41.5	AF407207	87.8	99.3
AJ567548_1_1507	S1	OP3Div1	96.0	94.0	DQ070819	82.0	92.8
AF224853_1_758	S1	OP3Div2	39.1	42.5	EU385667	83.6	95.1
AM905604_1_423	S1	OP3Div2	33.1	27.5	EU937932	92.0	100.0
AF540816_1_533	S1	OP3Div3	34.3	39.9	AY667264	90.3	87.2
AJ888774_1_406	S1	OP3Div2	24.7	31.6	AY013695	95.8	99.5
AF332293_1_600	S1	OP3Div5	32.7	33.1	EU491175	91.0	99.5
AM991250_1_881	S1	OP3Div2	64.4	62.4	EU937894	87.5	100.0
AJ390463_1_1381	S1	OP3Div1	97.1	95.0	AJ390463	100.0	100.0
AM085487_1_1521	S1	OP3Div2	96.1	94.5	EU134905	88.4	86.9
AF392794_1_528	S1	OP3Div5	39.7	34.1	AM991240	88.3	96.8
AM997403_1_1505	S1	OP3Div5	96.1	95.0	FJ205385	95.5	93.0
AJ518137_1_500	S1	OP3Div1	43.4	38.7	DQ676384	97.4	99.4
AM229219_1_635	S1	OP3Div2	39.8	49.3	EU386007	86.3	100.0
AF422606_1_699	S1	OP3Div2	37.4	38.2	EU881347	92.6	100.0
AM997790_1_1524	S1	OP3Div1	96.4	94.8	FJ205349	88.0	98.4
AJ567574_1_1526	S1	OP3Div2	96.4	95.2	AJ567574	100.0	100.0
AM406813_1_850	S1	OP3Div1	65.1	65.2	AJ390463	90.9	98.5
AF469396_1_570	S1	OP3Div4	39.1	33.9	AY344402	91.1	99.6
AM998008_1_832	S1	OP3Div5	45.0	49.5	EU236377	92.8	89.3
AM086076_1_1028	S1	OP3Div2	75.1	74.3	AY792313	85.6	95.0
AM712351_1_1573	S1	OP3Div4	96.7	94.9	AM712351	100.0	100.0
AF540810_1_525	S1	OP3Div3	34.6	40.2	AF407207	87.8	99.6
AMWB02083928_2368_3323	S1	OP3Div3	62.8	64.0	DQ404728	96.2	100.0
AM261936_1_368	S1	OP3Div3	23.7	28.7	DQ404728	97.6	100.0
AM949202_1_434	S1	OP3Div2	33.3	27.8	AY792313	89.1	100.0
AF540815_1_511	S1	OP3Div3	34.4	39.6	AF407207	90.0	99.6
AMWB02136182_12234_13777	S1	OP3Div1	96.4	94.9	FJ437883	98.2	98.8
AM409984_1_902	S1	OP3Div3	60.8	63.3	AB232806	84.2	91.7
AM991274_1_862	S1	OP3Div3	61.7	58.4	AF407207	89.5	88.9
AJ231046_1_440	S1	OP3Div3	28.4	33.9	AB232814	87.9	99.5
AY050598_1_1506	S1	OP3Div6	96.7	95.2	AY050598	100.0	100.0
AM902635_1_1475	S1	OP3Div1	96.8	94.4	AM902635	100.0	100.0
AM997475_1_1519	S1	OP3Div5	96.1	95.0	EU491137	93.7	98.4
AJ518114_1_500	S1	OP3Div1	44.0	38.8	FJ437883	98.2	100.0
AY164408_1_703	S1	OP3Div4	45.0	49.6	EF687299	95.7	99.7
AM991240_1_1475	S1	OP3Div5	96.1	95.2	AM991240	100.0	100.0
AM997877_1_1520	S1	OP3Div5	96.1	95.0	EU491233	93.3	98.4
AJ567573_1_1527	S1	OP3Div2	96.0	95.0	AJ567573	100.0	100.0
AY226251_1_731	S1	OP3Div4	47.1	51.9	EU386021	86.1	97.7
AM997350_1_1560	S1	OP3Div5	97.3	95.6	EU491137	91.3	99.3
AM998208_1_792	S1	OP3Div1	62.0	58.1	FJ205349	92.4	100.0
AM040127_1_1491	S1	OP3Div5	96.3	94.5	AM040127	100.0	100.0
AY254996_1_1484	S1	OP3Div2	97.0	95.2	FJ205236	85.6	98.4
AM997371_1_1503	S1	OP3Div5	96.1	95.0	FJ205385	95.8	92.7
AQSZ01000059_14608_16151	S1	OP3Div1	96.8	95.0	AJ390463	93.2	88.9
AM086073_1_1101	S1	OP3Div5	75.3	76.7	AM991240	88.1	91.4
AY373410_1_1506	S1	OP3Div2	95.6	94.1	AY373410	100.0	100.0
AM997624_1_1540	S1	OP3Div5	96.1	95.0	EU491233	93.9	99.8
ASOC01000103_4482_6034	S1	OP3Div1	97.1	94.9	AF524029	84.8	83.6
AM261927_1_368	S1	OP3Div3	23.7	28.7	DQ404728	99.5	100.0
AY547756_1_701	S1	OP3Div4	48.1	52.7	EF687299	98.7	100.0
AM997990_1_720	S1	OP3Div5	54.3	49.3	AJ224540	87.7	84.2
AY164351_1_641	S1	OP3Div4	41.0	45.2	EF687299	99.5	100.0
AM409855_1_928	S1	OP3Div2	64.8	64.5	EU386066	85.3	97.8
AY547810_1_607	S1	OP3Div4	40.6	44.3	EF687299	98.8	100.0
AY050576_1_593	S1	OP3Div2	44.1	38.4	EU385743	86.5	60.7
AY164447_1_700	S1	OP3Div5	45.2	49.6	DQ676354	90.2	100.0
AM746233_1_842	S1	OP3Div2	61.4	57.6	EU048672	82.8	72.0
AY547869_1_711	S1	OP3Div4	46.8	51.6	EF687299	98.5	100.0
AY164396_1_699	S1	OP3Div4	45.2	50.0	EF687299	98.4	100.0
AY269936_1_377	S1	OP3Div1	24.2	29.1	AB294345	89.2	100.0
AM949336_1_444	S1	OP3Div2	39.8	32.4	AY792313	89.1	98.0
AY645648_1_396	S1	OP3Div3	34.2	29.5	AB232821	91.7	69.7
AY226198_1_734	S1	OP3Div4	49.5	53.4	EF687299	99.0	100.0
AY499865_1_1002	S1	OP3Div1	56.5	61.5	EU491266	88.4	98.5
AM991275_1_1469	S1	OP3Div5	96.1	95.2	AM991275	100.0	100.0
AY661975_1_1492	S1	OP3Div5	96.1	95.1	AY661975	100.0	100.0
AY226329_1_727	S1	OP3Div4	46.9	51.7	EF687299	98.5	99.4
AY547782_1_686	S1	OP3Div4	45.7	50.5	EF687299	95.5	100.0
AM997368_1_1560	S1	OP3Div5	97.3	95.6	EU491137	90.5	99.3
AY690278_1_738	S1	OP3Div1	49.3	52.6	EF032777	92.5	99.7
AY360496_1_919	S1	OP3Div4	63.1	61.2	AY344402	89.4	99.9
AY547852_1_679	S1	OP3Div4	45.6	50.4	EF687299	99.4	100.0
AM997579_1_1548	S1	OP3Div5	96.1	95.0	EU491137	94.0	99.9
AY775472_1_841	S1	OP3Div3	58.6	56.6	AY667264	84.2	99.5
AY532589_1_1537	S1	OP3Div2	96.2	94.5	AY532589	100.0	100.0
AY593403_1_608	S1	OP3Div5	49.9	43.8	EU050948	88.3	95.2
AM997888_1_1513	S1	OP3Div2	96.4	94.5	AY373410	94.8	99.5
AY781380_1_448	S1	OP3Div1	31.1	34.9	AF524029	94.4	99.3
AY547801_1_700	S1	OP3Div2	46.2	50.9	EU385777	85.7	99.4
AY661965_1_426	S1	OP3Div5	30.2	26.1	AM162486	93.0	100.0
AY013695_1_1571	S1	OP3Div2	96.4	94.5	AY013695	100.0	100.0
AY850293_1_1499	S1	OP3Div1	96.2	94.0	DQ070819	81.3	93.5
AY547868_1_710	S1	OP3Div4	46.8	51.6	EF687299	99.6	100.0
AY667264_1_1505	S1	OP3Div3	95.1	94.9	AY667264	100.0	100.0
AY164383_1_700	S1	OP3Div4	44.9	49.2	EF687299	99.1	99.7
BARS01015423_1_587	S1	OP3Div2	31.3	27.2	EU386066	86.5	89.6
AY627570_1_1336	S1	OP3Div2	96.5	94.5	AY627570	100.0	100.0
AY710811_1_543	S1	OP3Div5	40.2	34.1	EU491175	92.4	100.0
AY164449_1_703	S1	OP3Div4	45.2	49.8	EF687299	99.4	100.0
CU921993_2_1367	S1	OP3Div2	96.7	94.8	AY013695	91.3	93.2
AY690235_1_859	S1	OP3Div1	56.5	60.7	DQ676384	98.1	100.0
AY775495_1_1304	S1	OP3Div2	96.7	94.7	AY013695	92.6	92.9
AY344402_1_1557	S1	OP3Div4	96.0	94.9	AY344402	100.0	100.0
DQ088765_1_1527	S1	OP3Div3	91.9	93.2	DQ088765	100.0	100.0
AY711288_1_821	S1	OP3Div3	58.2	57.3	DQ088765	86.2	88.7
AY792312_1_1540	S1	OP3Div2	96.7	94.8	AY792313	90.9	100.0
AY499866_1_997	S1	OP3Div4	56.8	62.2	AY344402	90.2	99.7
DQ200776_1_586	S1	OP3Div3	37.5	45.6	AY667264	88.2	100.0
AY775535_1_1320	S1	OP3Div5	96.0	95.1	AY775535	100.0	100.0
AY851846_1_750	S1	OP3Div2	52.6	56.3	AY373410	88.9	99.7
AY547784_1_695	S1	OP3Div4	45.6	50.4	EF687299	99.3	100.0
DQ289311_1_552	S1	OP3Div4	38.5	39.3	EF687299	97.6	99.5
