#SeqID	Sample	OTU	PercEntropy	PercMaskedBases	Hit	PID	QCov
OTU19337	S1	OP3Div3	39.1	30.5	AJ390471	89.1	74.3
OTU21905	S1	OP3Div5	30.5	25.8	FJ205385	86.2	54.8
OTU6160	S1	OP3Div2	40.0	33.7	AY792313	88.7	99.8
OTU10022	S1	OP3Div2	39.5	32.7	AY373410	90.8	100.0
OTU11293	S1	OP3Div2	33.9	27.5	EU385720	86.7	99.5
OTU14096	S1	OP3Div2	30.1	25.9	AY792313	89.2	100.0
OTU13324	S1	OP3Div2	39.8	32.8	AY792313	90.7	100.0
OTU9062	S1	OP3Div2	30.0	25.2	AY792313	90.0	100.0
OTU7745	S1	OP3Div2	39.8	32.6	AY792313	87.0	100.0
OTU13559	S1	OP3Div2	39.7	33.0	AY792313	89.8	100.0
OTU18496	S1	OP3Div5	31.4	26.8	EU101223	93.4	40.5
OTU12727	S1	OP3Div3	38.1	30.0	AB232806	87.5	99.6
OTU10804	S1	OP3Div2	29.6	25.2	EU385743	92.1	43.6
OTU20624	S1	OP3Div3	32.0	27.1	AF407207	89.8	47.1
OTU20249	S1	OP3Div5	40.2	32.1	EU491235	87.9	42.4
OTU21297	S1	OP3Div3	30.0	25.3	AB248654	90.5	45.7
OTU4522	S1	OP3Div2	39.8	32.9	AY792313	89.2	100.0
OTU21859	S1	OP3Div3	35.2	29.6	AF407207	88.5	75.4
OTU8594	S1	OP3Div5	30.1	25.9	EU050948	93.7	39.5
OTU9043	S1	OP3Div5	36.4	30.0	AM991275	85.5	42.0
OTU4191	S1	OP3Div3	39.2	33.2	DQ088765	86.2	39.1
OTU5880	S1	OP3Div5	33.2	27.4	DQ676311	86.9	39.4
OTU6401	S1	OP3Div2	40.2	32.7	AY792313	88.6	100.0
OTU20759	S1	OP3Div2	30.1	25.5	EU385956	89.4	98.0
OTU1196	S1	OP3Div5	29.5	25.0	FJ205385	94.7	38.0
OTU12934	S1	OP3Div2	39.2	31.6	AY792313	87.3	98.9
OTU1226	S1	OP3Div2	39.6	33.4	EU386066	90.2	100.0
OTU6416	S1	OP3Div2	28.8	24.1	EU881347	91.0	100.0
OTU20414	S1	OP3Div5	37.6	30.1	AM991275	87.2	52.4
OTU10297	S1	OP3Div2	39.8	33.0	AY792313	87.0	100.0
OTU12809	S1	OP3Div1	39.2	32.8	FJ516821	90.4	42.4
OTU14689	S1	OP3Div1	30.8	26.4	AJ390463	93.7	48.3
OTU5236	S1	OP3Div5	39.2	32.8	EU800499	91.6	100.0
OTU20188	S1	OP3Div2	30.1	26.1	EU386066	89.0	44.7
OTU16316	S1	OP3Div2	36.3	29.9	AY792313	86.6	43.4
OTU13102	S1	OP3Div2	40.0	31.5	EU385720	88.1	89.2
OTU5916	S1	OP3Div2	39.8	33.4	AY792313	88.3	99.8
OTU16622	S1	OP3Div2	39.6	31.4	EU386066	90.2	100.0
OTU20271	S1	OP3Div2	25.2	17.6	FJ437903	94.7	100.0
OTU14796	S1	OP3Div5	38.0	29.8	EU491175	94.0	94.5
OTU9462	S1	OP3Div2	40.2	33.7	EU386085	88.3	100.0
OTU19552	S1	OP3Div5	40.1	32.7	AJ224540	91.0	40.2
OTU14889	S1	OP3Div2	30.0	25.2	EU385956	93.6	100.0
OTU11912	S1	OP3Div2	39.4	33.4	EU385720	84.9	99.8
OTU9613	S1	OP3Div2	39.6	31.0	EU386066	89.8	100.0
OTU10114	S1	OP3Div2	38.0	30.5	EF602487	90.7	40.3
OTU20439	S1	OP3Div2	37.7	28.9	AY532589	92.1	100.0
OTU9745	S1	OP3Div3	39.4	31.0	FJ437841	87.0	91.1
OTU17643	S1	OP3Div3	35.8	28.7	AY667264	89.5	97.3
OTU5534	S1	OP3Div5	38.3	30.0	AF507707	89.5	80.3
OTU13585	S1	OP3Div3	37.6	30.7	AF407207	89.2	81.2
OTU6940	S1	OP3Div3	38.8	30.9	DQ837261	89.4	81.0
OTU15292	S1	OP3Div5	38.9	31.7	FJ205385	87.0	49.4
OTU15705	S1	OP3Div3	35.2	29.6	AF407201	86.4	75.8
OTU5283	S1	OP3Div2	30.2	25.8	AY013695	88.5	51.2
OTU7782	S1	OP3Div2	30.0	25.2	EU385667	94.9	100.0
OTU2075	S1	OP3Div5	39.2	30.8	FJ205385	88.0	50.3
OTU21074	S1	OP3Div2	39.8	33.0	AY792313	91.2	100.0
OTU2724	S1	OP3Div3	39.4	31.1	DQ088765	88.6	44.4
OTU15175	S1	OP3Div2	36.6	28.2	AY792313	85.4	96.5
OTU15964	S1	OP3Div2	38.9	30.0	AY792313	87.9	46.7
OTU5173	S1	OP3Div5	39.2	32.8	AJ224540	89.9	76.7
OTU20446	S1	OP3Div2	30.1	25.9	AY792313	91.5	100.0
OTU14413	S1	OP3Div2	39.8	31.8	AY792313	85.3	100.0
OTU9347	S1	OP3Div5	40.0	33.3	FJ205385	91.3	41.6
OTU15599	S1	OP3Div1	38.4	29.6	EU385922	90.3	42.0
OTU455	S1	OP3Div2	39.8	33.1	EU385956	88.7	99.6
OTU5298	S1	OP3Div5	39.6	34.0	EU236377	89.9	93.3
OTU7464	S1	OP3Div2	39.6	31.1	EU386066	91.0	100.0
OTU15412	S1	OP3Div5	38.6	30.0	AM991275	86.9	42.6
OTU9366	S1	OP3Div2	30.2	25.4	FJ437903	92.8	45.7
OTU4569	S1	OP3Div3	37.9	30.3	DQ837261	89.2	80.4
OTU9507	S1	OP3Div2	29.6	25.4	EU385743	94.4	45.0
OTU19164	S1	OP3Div2	39.1	31.4	AY792313	87.9	99.4
OTU19186	S1	OP3Div5	39.8	33.3	AJ224540	87.9	48.0
OTU2093	S1	OP3Div5	37.5	29.6	AY661975	87.8	46.5
OTU1617	S1	OP3Div3	34.6	29.5	AF407207	88.0	75.3
OTU6634	S1	OP3Div2	38.0	29.5	FJ437903	85.5	92.0
OTU19013	S1	OP3Div5	29.5	24.9	EU335171	96.0	38.1
OTU7121	S1	OP3Div3	39.6	32.1	DQ088765	89.3	42.1
OTU8637	S1	OP3Div1	35.4	28.3	AJ390463	85.0	54.3
OTU5445	S1	OP3Div2	39.8	32.8	AY792313	90.3	100.0
OTU5796	S1	OP3Div5	34.8	30.0	FJ205385	88.1	42.1
OTU6739	S1	OP3Div1	36.5	30.3	AB294345	88.0	41.4
OTU3478	S1	OP3Div3	38.8	31.4	AF407201	87.9	82.6
OTU5537	S1	OP3Div4	39.7	32.8	AM712351	89.8	38.6
OTU2476	S1	OP3Div2	39.8	32.8	EU385667	92.3	100.0
OTU1065	S1	OP3Div3	34.9	29.2	AF407207	89.7	75.4
OTU10186	S1	OP3Div2	30.0	25.4	EU385667	96.2	100.0
OTU1467	S1	OP3Div2	39.9	32.6	EU385777	95.4	100.0
OTU896	S1	OP3Div2	33.0	27.5	AY792313	89.5	100.0
OTU9992	S1	OP3Div1	38.3	29.7	AB294345	88.8	43.3
OTU6651	S1	OP3Div5	39.6	32.5	DQ676311	88.7	47.6
OTU5420	S1	OP3Div2	31.4	26.8	AY627570	85.3	87.8
OTU13531	S1	OP3Div5	28.6	23.9	FJ205385	85.1	39.1
OTU13905	S1	OP3Div2	38.2	31.4	EU385716	86.7	43.2
OTU12378	S1	OP3Div2	39.8	33.0	AY792313	86.9	100.0
OTU573	S1	OP3Div2	39.8	32.8	AY792313	90.0	100.0
OTU19132	S1	OP3Div3	38.9	31.0	AB232821	86.5	100.0
OTU5464	S1	OP3Div2	29.9	25.0	EU937894	84.6	100.0
OTU3834	S1	OP3Div2	38.0	29.6	AY792313	87.1	96.6
OTU21706	S1	OP3Div2	39.8	31.6	EU386066	92.4	100.0
OTU13308	S1	OP3Div5	39.9	33.2	FJ205385	91.0	39.9
OTU5267	S1	OP3Div2	35.4	28.2	EU386066	90.2	42.9
OTU7516	S1	OP3Div2	30.5	25.8	EU385667	93.4	99.2
OTU13943	S1	OP3Div1	36.2	28.9	AB294345	90.9	43.4
OTU6943	S1	OP3Div3	37.8	30.1	DQ404728	97.0	100.0
OTU8910	S1	OP3Div2	34.9	28.2	EU385716	94.7	100.0
OTU11370	S1	OP3Div5	30.3	25.9	FJ205385	89.9	41.2
OTU12574	S1	OP3Div3	20.1	12.0	AB248653	100.0	14.3
OTU9330	S1	OP3Div5	22.1	13.3	AJ224540	97.6	16.5
OTU1591	S1	OP3Div2	29.5	25.1	AY792313	88.9	100.0
OTU21173	S1	OP3Div5	35.7	28.5	AM162486	88.5	47.4
OTU18617	S1	OP3Div5	27.8	23.6	EU800499	84.3	99.5
OTU1255	S1	OP3Div2	27.5	22.2	EU385716	90.4	36.8
OTU5950	S1	OP3Div2	29.5	25.4	EF602487	90.9	95.9
OTU3580	S1	OP3Div1	39.6	31.1	EU134911	86.4	41.8
OTU20424	S1	OP3Div5	39.8	31.8	FJ205385	91.3	43.3
OTU20655	S1	OP3Div2	35.6	28.6	EF602487	90.8	43.0
OTU7100	S1	OP3Div2	29.6	25.4	EF602487	90.2	95.9
OTU19058	S1	OP3Div5	39.8	33.5	AJ224540	88.7	47.6
OTU8450	S1	OP3Div3	38.5	33.1	DQ404728	97.7	88.9
OTU19551	S1	OP3Div2	37.4	29.6	EU386085	92.0	40.4
OTU17354	S1	OP3Div2	24.0	14.7	AY792313	85.0	100.0
OTU3925	S1	OP3Div2	40.0	32.9	EU386066	91.0	100.0
OTU11806	S1	OP3Div5	30.0	25.4	EU050948	93.0	41.2
OTU3889	S1	OP3Div2	29.5	25.1	AY792313	92.5	100.0
OTU15270	S1	OP3Div5	31.3	26.6	FJ205385	87.3	50.5
OTU11208	S1	OP3Div2	38.1	29.7	FJ437903	83.6	98.0
OTU10876	S1	OP3Div2	31.4	27.1	EU937932	87.9	47.1
OTU2694	S1	OP3Div2	29.5	25.1	EF602487	89.4	95.8
OTU16129	S1	OP3Div2	38.9	30.2	AY792313	88.4	93.1
OTU2607	S1	OP3Div3	38.9	30.2	AB232821	89.0	93.8
OTU18298	S1	OP3Div5	39.8	31.2	EU236383	84.6	47.6
OTU17915	S1	OP3Div2	39.4	33.2	EU385720	85.4	100.0
OTU20783	S1	OP3Div3	32.5	27.3	DQ404728	90.2	100.0
OTU14864	S1	OP3Div5	39.0	31.4	EU491233	89.8	80.0
OTU18638	S1	OP3Div2	35.3	28.3	AY792313	91.1	99.8
OTU5258	S1	OP3Div3	36.8	29.4	FJ437841	89.6	95.7
OTU7712	S1	OP3Div3	38.2	32.0	AF407207	87.9	82.1
OTU13060	S1	OP3Div3	38.1	31.1	AY667264	86.5	99.8
OTU1078	S1	OP3Div2	37.6	30.7	EU385765	87.8	40.3
OTU17819	S1	OP3Div5	39.6	31.9	FJ205385	93.8	39.4
OTU20559	S1	OP3Div1	36.1	29.3	AB294345	88.9	42.7
OTU8941	S1	OP3Div2	38.0	29.8	EU385720	86.8	76.5
OTU20834	S1	OP3Div5	40.2	31.8	EU236377	91.7	40.1
OTU9254	S1	OP3Div2	39.8	33.1	AY792313	88.7	100.0
OTU7328	S1	OP3Div2	39.8	32.1	AY792313	89.0	100.0
OTU3322	S1	OP3Div3	37.0	29.3	AB232814	89.6	94.9
OTU12218	S1	OP3Div3	30.5	25.9	DQ088765	86.8	41.7
OTU18988	S1	OP3Div4	36.2	28.5	EF602488	85.7	44.8
OTU13495	S1	OP3Div5	39.8	33.1	FJ205385	88.7	48.2
OTU10163	S1	OP3Div5	29.4	24.5	EU101223	87.0	52.2
OTU18954	S1	OP3Div2	37.3	28.7	AY792313	90.9	97.9
OTU8809	S1	OP3Div3	38.1	29.8	AF407207	87.8	79.5
OTU654	S1	OP3Div5	38.2	30.5	AJ224540	93.5	42.3
OTU18364	S1	OP3Div2	29.6	25.4	EU386085	93.5	44.9
OTU16998	S1	OP3Div2	39.8	33.0	AY792313	90.2	100.0
OTU15539	S1	OP3Div5	39.6	31.7	FJ205385	89.9	43.5
OTU4501	S1	OP3Div2	39.0	30.3	AY627570	83.7	76.0
OTU6430	S1	OP3Div3	37.2	29.5	AB232806	88.9	94.9
OTU9143	S1	OP3Div3	36.2	29.2	AF407207	87.5	78.4
OTU12391	S1	OP3Div3	37.5	29.6	AB232806	89.0	94.5
OTU20744	S1	OP3Div2	39.1	32.1	AY373410	88.2	100.0
OTU11497	S1	OP3Div2	30.1	25.8	AY013695	92.6	40.5
OTU15192	S1	OP3Div2	39.6	33.0	AY792313	86.9	100.0
OTU11681	S1	OP3Div3	38.2	29.8	AB232806	87.9	94.1
OTU4184	S1	OP3Div2	40.3	33.5	EU937894	86.8	99.8
OTU1108	S1	OP3Div2	39.8	31.8	AY792313	88.0	100.0
OTU16073	S1	OP3Div1	37.9	29.4	AB294345	89.4	42.5
OTU8762	S1	OP3Div2	39.8	33.0	AY792313	88.9	100.0
OTU6289	S1	OP3Div2	30.8	26.4	EU386085	93.5	44.1
OTU12597	S1	OP3Div2	39.5	32.8	EU385777	92.7	100.0
OTU12191	S1	OP3Div2	39.8	32.6	AY792313	88.4	100.0
OTU7200	S1	OP3Div3	24.6	15.6	AF407207	86.3	71.4
OTU12515	S1	OP3Div3	29.5	25.4	DQ088765	90.6	34.6
OTU1409	S1	OP3Div3	37.8	30.3	DQ404728	87.8	100.0
OTU15236	S1	OP3Div2	39.4	30.8	EU385743	88.5	45.7
OTU5701	S1	OP3Div2	40.2	33.2	AY792313	89.6	100.0
OTU21690	S1	OP3Div2	39.5	30.7	FJ205236	93.0	100.0
OTU14969	S1	OP3Div5	38.9	32.2	EU491309	84.1	44.9
OTU16663	S1	OP3Div2	39.8	33.5	AY792313	86.9	100.0
OTU13410	S1	OP3Div5	39.2	33.1	DQ676354	89.7	97.8
OTU2085	S1	OP3Div2	39.6	33.0	AY792313	88.3	100.0
OTU12470	S1	OP3Div3	39.6	33.4	DQ088765	89.2	40.7
OTU13939	S1	OP3Div1	37.1	31.8	CR933082	87.0	45.1
OTU10325	S1	OP3Div2	39.8	32.8	AY792313	91.3	100.0
OTU5238	S1	OP3Div2	39.8	32.4	AY792313	94.1	100.0
OTU16467	S1	OP3Div2	29.5	25.1	AY792313	92.4	100.0
OTU9897	S1	OP3Div3	37.8	30.2	FJ437841	86.8	99.6
OTU6875	S1	OP3Div3	37.9	30.8	AF407201	87.2	81.2
OTU21041	S1	OP3Div2	37.9	29.2	AY792313	90.3	99.6
OTU11064	S1	OP3Div3	37.1	29.3	AF407207	89.1	88.5
OTU8700	S1	OP3Div3	40.1	33.4	AF407207	86.3	57.1
OTU9706	S1	OP3Div1	37.3	28.9	AB294345	89.4	43.1
OTU4038	S1	OP3Div3	39.5	33.1	DQ088765	86.2	40.4
OTU854	S1	OP3Div2	39.8	32.6	EU385720	84.9	84.4
OTU343	S1	OP3Div3	39.4	32.6	AF407207	84.7	89.7
OTU13479	S1	OP3Div2	38.3	30.0	EU386085	91.9	44.4
OTU14361	S1	OP3Div5	39.4	31.1	AY775515	91.8	39.1
OTU20889	S1	OP3Div5	39.9	31.5	AY661975	85.4	49.2
OTU19362	S1	OP3Div2	39.8	32.8	AY792313	90.3	100.0
OTU21483	S1	OP3Div2	30.3	25.9	EU385667	92.3	100.0
OTU4455	S1	OP3Div1	27.6	22.4	EU385922	93.1	40.2
OTU6191	S1	OP3Div2	40.2	32.7	EU937894	88.6	99.4
OTU21168	S1	OP3Div3	36.8	31.4	AY667264	87.3	100.0
OTU10897	S1	OP3Div2	40.0	33.7	AY792313	86.0	100.0
OTU21740	S1	OP3Div3	38.5	30.1	AF407207	89.3	74.3
OTU5844	S1	OP3Div2	29.8	25.7	AY013695	91.6	44.5
OTU19035	S1	OP3Div2	37.4	28.8	EU386085	95.1	100.0
OTU5775	S1	OP3Div3	37.4	30.0	DQ404728	87.5	99.8
OTU10499	S1	OP3Div2	38.5	29.9	FJ437903	96.4	100.0
OTU12900	S1	OP3Div3	37.7	31.4	FJ437841	85.5	99.0
OTU11538	S1	OP3Div5	37.2	29.3	AM991275	87.8	43.6
OTU3240	S1	OP3Div3	37.8	30.1	DQ404728	94.0	100.0
OTU12798	S1	OP3Div3	36.6	29.3	DQ404728	88.1	95.7
OTU14662	S1	OP3Div2	39.8	32.8	AY792313	89.8	100.0
OTU3917	S1	OP3Div2	39.8	32.4	AY792313	88.2	100.0
OTU10815	S1	OP3Div1	38.6	30.7	EU134911	91.8	39.7
OTU6612	S1	OP3Div2	29.5	25.1	AY792313	91.4	100.0
OTU137	S1	OP3Div3	35.2	30.1	AF407207	90.3	75.3
OTU13556	S1	OP3Div3	38.3	32.5	DQ088765	85.4	47.1
OTU6586	S1	OP3Div2	39.7	32.3	AY792313	90.8	100.0
OTU16370	S1	OP3Div2	26.4	18.8	EU385956	88.2	100.0
OTU1990	S1	OP3Div3	38.1	31.7	DQ404728	86.3	99.2
OTU6812	S1	OP3Div5	39.8	32.8	EU245967	89.4	41.6
OTU15555	S1	OP3Div3	37.9	30.6	DQ837261	86.0	80.9
OTU623	S1	OP3Div5	30.7	26.1	EU050948	86.9	58.0
OTU18765	S1	OP3Div6	29.6	25.4	AY050598	89.2	46.1
OTU12505	S1	OP3Div1	39.6	32.3	EU134911	81.0	58.9
OTU6462	S1	OP3Div3	38.0	29.1	AY667264	89.4	95.9
OTU9494	S1	OP3Div1	39.1	30.3	AB294345	89.4	41.5
OTU580	S1	OP3Div3	37.1	29.8	DQ837261	89.4	76.5
OTU636	S1	OP3Div2	40.0	32.5	EU386066	91.3	100.0
OTU2550	S1	OP3Div2	40.3	33.5	AJ567574	88.6	99.8
OTU7025	S1	OP3Div2	39.5	33.2	EU522667	88.6	92.3
OTU16425	S1	OP3Div3	37.9	30.6	AF407207	88.0	93.7
OTU7896	S1	OP3Div2	39.7	32.4	AY792313	91.3	100.0
OTU8018	S1	OP3Div2	39.8	33.0	AY792313	85.9	100.0
OTU19379	S1	OP3Div3	37.7	28.8	AF407207	90.1	91.7
OTU10949	S1	OP3Div2	39.7	32.4	AY792313	90.8	100.0
OTU17449	S1	OP3Div5	39.9	32.6	AJ224540	91.9	39.3
OTU18907	S1	OP3Div4	30.7	26.1	AM712351	89.1	32.9
OTU12231	S1	OP3Div2	30.1	25.9	EF602487	90.6	95.9
OTU15180	S1	OP3Div4	39.0	30.5	AY344402	86.5	99.0
OTU2589	S1	OP3Div5	39.7	32.6	EU050948	91.5	40.4
OTU19804	S1	OP3Div4	39.8	33.3	AM712351	88.3	38.7
OTU20120	S1	OP3Div5	30.2	25.4	EU491235	92.8	40.4
OTU3234	S1	OP3Div5	39.2	32.1	DQ676311	90.1	98.1
OTU4606	S1	OP3Div1	38.5	30.3	EU491266	89.9	43.7
OTU12738	S1	OP3Div2	33.6	27.9	DQ676386	85.5	48.2
OTU5609	S1	OP3Div3	37.3	29.6	AF407207	89.1	88.2
OTU11929	S1	OP3Div2	39.5	31.8	AY373410	88.8	100.0
OTU3048	S1	OP3Div2	31.1	26.4	EU385667	89.3	99.1
OTU13775	S1	OP3Div5	29.3	25.4	EU245967	92.8	40.1
OTU19824	S1	OP3Div5	37.3	29.1	EU491175	91.9	96.5
OTU15928	S1	OP3Div5	39.9	32.2	AJ224540	92.5	40.1
OTU15302	S1	OP3Div2	21.4	12.3	EU937894	82.1	100.0
OTU2373	S1	OP3Div3	35.2	30.7	AF407207	89.4	72.7
OTU374	S1	OP3Div5	30.1	25.9	DQ676311	85.3	52.0
OTU5612	S1	OP3Div2	30.1	25.9	EU385777	95.1	99.8
OTU6322	S1	OP3Div2	39.8	33.1	AY792313	87.6	100.0
OTU14040	S1	OP3Div4	39.8	31.0	AB252431	95.7	4.64
OTU18182	S1	OP3Div3	39.8	31.6	DQ088765	87.4	42.7
OTU29	S1	OP3Div3	36.3	28.5	AF407207	90.4	77.3
OTU6715	S1	OP3Div6	37.5	30.3	AY050598	86.7	93.6
OTU2612	S1	OP3Div3	39.1	31.6	AF407207	84.2	83.1
OTU11086	S1	OP3Div2	40.0	33.2	EU385720	86.6	100.0
OTU10066	S1	OP3Div1	39.4	31.4	AJ390463	87.3	46.7
OTU4495	S1	OP3Div3	37.9	29.2	AF407207	86.8	76.6
OTU1809	S1	OP3Div3	37.4	32.0	DQ404728	83.7	96.7
OTU12813	S1	OP3Div2	40.2	32.1	AY792313	88.4	100.0
OTU4728	S1	OP3Div2	40.2	33.3	AY013695	90.9	58.2
OTU591	S1	OP3Div3	36.3	29.0	AY667264	87.6	96.5
OTU13135	S1	OP3Div2	39.5	31.8	AY792313	85.1	37.1
OTU2400	S1	OP3Div2	39.8	32.8	AY792313	91.9	100.0
OTU1366	S1	OP3Div3	39.4	30.8	FJ437841	86.6	91.7
OTU5590	S1	OP3Div3	38.2	31.5	FJ437841	86.1	100.0
OTU16397	S1	OP3Div5	39.4	31.4	AM991240	85.3	85.2
OTU5851	S1	OP3Div3	38.9	31.7	AF407207	86.3	82.3
OTU6820	S1	OP3Div2	39.8	33.2	AY792313	88.6	100.0
OTU1805	S1	OP3Div5	38.9	30.1	FJ205385	90.3	40.2
OTU1170	S1	OP3Div1	37.3	28.9	EU385922	87.0	42.5
OTU3895	S1	OP3Div5	40.4	32.9	AJ224540	90.2	38.7
OTU11702	S1	OP3Div5	30.2	25.7	EU491104	93.0	42.5
OTU766	S1	OP3Div2	29.6	25.4	AY792313	90.6	100.0
OTU15469	S1	OP3Div1	30.3	26.1	AB294345	89.2	46.8
OTU7475	S1	OP3Div2	39.8	32.4	AY792313	88.1	100.0
OTU11316	S1	OP3Div2	31.4	26.8	EF602487	91.8	42.4
OTU12713	S1	OP3Div3	29.5	25.0	AB232806	88.8	99.5
OTU7875	S1	OP3Div2	38.2	29.6	EU386066	87.1	98.3
OTU18817	S1	OP3Div2	40.1	31.3	AY013695	92.3	49.7
OTU16338	S1	OP3Div2	39.7	32.7	AY792313	88.1	100.0
OTU12969	S1	OP3Div3	37.8	30.3	AB232806	87.6	99.2
OTU11879	S1	OP3Div3	38.6	31.2	AF407201	88.5	81.7
OTU10745	S1	OP3Div3	34.9	30.7	AF407201	88.6	69.1
OTU15824	S1	OP3Div2	39.9	33.4	EU386066	89.5	100.0
OTU21210	S1	OP3Div5	33.8	28.4	FJ205385	90.9	45.9
OTU3309	S1	OP3Div3	35.2	30.8	AF407207	89.9	73.7
OTU3132	S1	OP3Div3	38.3	29.6	AF407207	88.5	76.6
OTU2137	S1	OP3Div2	38.2	29.9	AY627570	90.5	89.3
OTU15837	S1	OP3Div2	39.8	33.3	AY792313	90.8	99.8
OTU15305	S1	OP3Div2	30.6	26.1	EU385790	94.0	99.8
OTU8906	S1	OP3Div5	30.0	25.7	EU236377	88.8	46.7
OTU3748	S1	OP3Div5	35.1	28.1	AM162486	88.8	53.1
OTU12345	S1	OP3Div2	39.9	31.8	EU385720	84.0	100.0
OTU16267	S1	OP3Div2	40.2	32.7	AY792313	90.7	100.0
OTU6990	S1	OP3Div4	37.5	28.9	EU386021	87.3	96.3
OTU15295	S1	OP3Div2	40.4	33.7	EU385956	91.8	99.6
OTU16549	S1	OP3Div1	39.4	31.0	AB294345	87.5	45.5
OTU7849	S1	OP3Div2	39.8	33.3	AY792313	87.5	99.6
OTU11006	S1	OP3Div1	39.0	30.3	CR933082	90.0	44.7
OTU584	S1	OP3Div3	37.2	29.2	AF407207	89.7	89.1
OTU2022	S1	OP3Div2	35.8	28.5	AB015559	95.2	43.8
OTU13712	S1	OP3Div2	29.5	25.0	EU386085	95.9	99.2
OTU3522	S1	OP3Div5	37.7	28.9	AM162486	91.1	44.1
OTU18143	S1	OP3Div5	34.6	28.0	DQ676354	84.0	73.6
OTU17119	S1	OP3Div3	34.7	30.4	AF407207	88.4	74.1
OTU14769	S1	OP3Div3	34.2	27.8	AF407207	91.5	78.9
OTU21486	S1	OP3Div5	35.1	28.2	FJ205385	89.6	43.0
OTU9958	S1	OP3Div5	36.5	28.2	FJ205385	91.7	42.9
OTU21451	S1	OP3Div2	39.1	32.8	AY792313	87.3	99.2
OTU10764	S1	OP3Div3	38.0	29.8	DQ088765	89.4	44.6
OTU11867	S1	OP3Div3	39.6	32.1	DQ088765	91.4	42.8
OTU2625	S1	OP3Div2	40.0	32.7	EU386066	93.3	100.0
OTU11951	S1	OP3Div5	38.3	29.3	FJ205385	88.1	47.3
OTU14391	S1	OP3Div3	35.0	28.2	AB232814	87.9	97.7
OTU7746	S1	OP3Div5	30.0	25.4	FJ205385	93.4	37.6
OTU17042	S1	OP3Div3	39.1	30.3	AF407207	88.2	86.6
OTU17092	S1	OP3Div3	36.7	31.0	DQ404728	84.1	98.4
OTU13406	S1	OP3Div3	37.6	31.7	AF407207	82.7	84.3
OTU6069	S1	OP3Div3	39.8	32.6	DQ088765	88.1	41.7
OTU12987	S1	OP3Div2	30.1	25.4	EU385956	93.9	99.7
OTU3401	S1	OP3Div2	39.8	33.3	AY792313	87.5	99.4
