#SeqID	Sample	OTU	PercEntropy	PercMaskedBases	Hit	PID	QCov
KM042496	S1	ZetaOtu2	65.0	61.6	ZH_GOLD_v3_JF320719_1_1456	100.0	97.8
KM042497	S1	ZetaOtu1	65.3	62.2	ZH_GOLD_v3_KY417853_1	99.4	97.7
KM042499	S1	ZetaOtu1	65.3	62.1	ZH_GOLD_v3_JF320772_1_1460	99.5	97.7
KM042500	S1	ZetaOtu2	65.2	61.9	ZH_GOLD_v3_JQ287267_1_1497	98.3	100.0
KM042502	S1	ZetaOtu2	65.3	61.9	ZH_GOLD_v3_2525850073	99.7	100.0
KM042503	S1	ZetaOtu2	65.3	62.2	ZH_GOLD_v3_JF320719_1_1456	99.9	97.8
KM042504	S1	ZetaOtu2	65.2	62.2	ZH_GOLD_v3_JQ287267_1_1497	98.0	100.0
KM042507	S1	ZetaOtu2	65.6	62.4	ZH_GOLD_v3_JF320719_1_1456	99.9	97.8
AB_133_M17	S1	ZetaOtu2	99.6	99.8	ZH_GOLD_v3_2525848513	100.0	100.0
AB_137_C09	S2	ZetaOtu6	99.7	99.8	ZH_GOLD_v3_ARAK01000206_45_1560	100.0	100.0
AB_137_G16	S2	ZetaOtu2	99.8	99.9	ZH_GOLD_v3_2525850073	100.0	100.0
AB_137_I08	S2	ZetaOtu2	99.8	99.9	ZH_GOLD_v3_ARAO01000236_10_1436	100.0	100.0
ARAO01000236	S2	ZetaOtu2	99.8	99.9	ZH_GOLD_v3_ARAO01000236_10_1436	100.0	100.0
AB_137_J06	S2	ZetaOtu14	99.6	99.9	ZH_GOLD_v3_ARAL01000103_3165_4681	100.0	100.0
AB_137_M18	S2	ZetaOtu1	100.0	100.0	ZH_GOLD_v3_2525846989	100.0	100.0
ARAL01000103	S2	ZetaOtu14	99.5	99.9	ZH_GOLD_v3_ARAL01000103_3165_4681	100.0	100.0
ARAK01000206	S2	ZetaOtu6	99.8	99.9	ZH_GOLD_v3_ARAK01000206_45_1560	100.0	100.0
KM042508	S2	ZetaOtu2	65.3	62.2	ZH_GOLD_v3_JF320719_1_1456	99.9	97.7
KM042510	S2	ZetaOtu14	65.3	61.9	ZH_GOLD_v3_2525840915	99.9	100.0
KM042512	S2	ZetaOtu2	65.3	62.2	ZH_GOLD_v3_JF320785_1_1456	99.2	98.0
KM042516	S2	ZetaOtu2	65.3	62.2	ZH_GOLD_v3_2525850073	99.9	100.0
KM042519	S2	ZetaOtu2	65.3	62.2	ZH_GOLD_v3_JF320719_1_1456	100.0	97.8
KM042521	S2	ZetaOtu2	65.3	62.2	ZH_GOLD_v3_JF320719_1_1456	99.9	97.8
KM042522	S2	ZetaOtu6	65.6	62.4	ZH_GOLD_v3_KX505078_1	99.9	99.9
KM042523	S2	ZetaOtu2	65.3	62.3	ZH_GOLD_v3_JF320719_1_1456	100.0	97.7
KM042525	S2	ZetaOtu2	65.3	62.2	ZH_GOLD_v3_JF320785_1_1456	99.5	98.3
KM042527	S2	ZetaOtu2	65.3	61.9	ZH_GOLD_v3_2525850073	99.7	100.0
KM042529	S2	ZetaOtu2	65.3	62.2	ZH_GOLD_v3_2525850073	99.3	100.0
KM042532	S2	ZetaOtu2	65.3	62.1	ZH_GOLD_v3_2525850073	99.3	100.0
KM042536	S2	ZetaOtu2	65.3	62.0	ZH_GOLD_v3_JF320751_1_1456	99.4	97.9
KM042539	S2	ZetaOtu2	65.3	62.2	ZH_GOLD_v3_2525850073	99.5	100.0
KM042540	S2	ZetaOtu2	65.3	62.3	ZH_GOLD_v3_2525850073	99.8	100.0
KM042541	S2	ZetaOtu2	65.6	62.4	ZH_GOLD_v3_2525850073	99.6	100.0
KM042542	S2	ZetaOtu2	65.3	61.9	ZH_GOLD_v3_JF320719_1_1456	99.8	97.8
KM042544	S2	ZetaOtu2	65.3	62.1	ZH_GOLD_v3_2525850073	99.5	100.0
KM042545	S2	ZetaOtu2	65.3	61.9	ZH_GOLD_v3_2525850073	99.4	100.0
KM042548	S2	ZetaOtu2	65.3	62.1	ZH_GOLD_v3_2525850073	99.5	100.0
KM042551	S2	ZetaOtu2	65.6	62.4	ZH_GOLD_v3_2525850073	99.9	100.0
KM042552	S2	ZetaOtu2	65.6	62.4	ZH_GOLD_v3_JF320751_1_1456	99.5	98.6
KM042555	S2	ZetaOtu2	65.3	61.9	ZH_GOLD_v3_JF320719_1_1456	99.8	97.8
KM042557	S2	ZetaOtu2	58.3	53.1	ZH_GOLD_v3_JF320751_1_1456	98.9	97.4
KM042558	S2	ZetaOtu2	65.3	62.0	ZH_GOLD_v3_2525850073	99.7	100.0
KM042559	S2	ZetaOtu2	58.7	55.8	ZH_GOLD_v3_JQ287479_1_1498	99.4	100.0
KM042560	S2	ZetaOtu2	65.3	62.3	ZH_GOLD_v3_JF320751_1_1456	99.3	97.8
KM042561	S2	ZetaOtu2	58.3	53.2	ZH_GOLD_v3_2525850073	99.6	100.0
KM042562	S2	ZetaOtu2	65.3	62.2	ZH_GOLD_v3_JF320719_1_1456	99.8	98.9
KM042567	S2	ZetaOtu14	58.7	55.5	ZH_GOLD_v3_JQ287657_1_1457	99.5	97.7
KM042568	S2	ZetaOtu14	65.3	62.2	ZH_GOLD_v3_ARAL01000103_3165_4681	100.0	100.0
KM042571	S2	ZetaOtu2	65.0	61.3	ZH_GOLD_v3_2525850073	99.5	100.0
KM042573	S2	ZetaOtu2	58.3	53.2	ZH_GOLD_v3_JF320719_1_1456	100.0	97.3
KM042574	S2	ZetaOtu2	65.3	61.9	ZH_GOLD_v3_2525850073	99.6	100.0
KM042575	S2	ZetaOtu2	58.2	53.0	ZH_GOLD_v3_JF320719_1_1456	100.0	97.4
KM042580	S2	ZetaOtu2	65.3	62.1	ZH_GOLD_v3_2525850073	99.9	100.0
KM042581	S2	ZetaOtu2	58.2	52.7	ZH_GOLD_v3_2525850073	99.3	100.0
KM042582	S2	ZetaOtu2	65.3	62.3	ZH_GOLD_v3_JF320719_1_1456	99.9	97.8
KM042583	S2	ZetaOtu6	65.3	62.3	ZH_GOLD_v3_KX505078_1	100.0	99.9
KM042586	S2	ZetaOtu2	65.3	61.9	ZH_GOLD_v3_2525850073	99.5	100.0
KM042588	S2	ZetaOtu2	65.6	62.4	ZH_GOLD_v3_JF320785_1_1456	99.5	98.1
KM042591	S2	ZetaOtu1	65.3	62.1	ZH_GOLD_v3_FJ001796_1_1458	99.9	98.0
KM042592	S2	ZetaOtu2	65.3	62.1	ZH_GOLD_v3_2525850073	99.4	100.0
KM042593	S2	ZetaOtu2	58.1	52.7	ZH_GOLD_v3_2525850073	99.2	100.0
KM042595	S2	ZetaOtu2	65.0	61.2	ZH_GOLD_v3_JF320719_1_1456	99.5	97.8
KM042596	S2	ZetaOtu2	65.3	62.1	ZH_GOLD_v3_JF320785_1_1456	99.4	97.9
KM042598	S2	ZetaOtu2	65.3	62.2	ZH_GOLD_v3_JF320719_1_1456	99.8	97.7
KM042601	S2	ZetaOtu6	57.3	51.3	ZH_GOLD_v3_KX505078_1	100.0	100.0
KM042604	S2	ZetaOtu2	65.0	61.6	ZH_GOLD_v3_2525850073	99.5	100.0
KM042605	S2	ZetaOtu2	47.1	41.3	ZH_GOLD_v3_JF320751_1_1456	99.1	98.5
KM042606	S2	ZetaOtu2	65.3	61.9	ZH_GOLD_v3_2525848513	99.9	100.0
KM042609	S2	ZetaOtu2	58.7	55.9	ZH_GOLD_v3_JF320751_1_1456	99.5	97.6
KM042610	S2	ZetaOtu2	65.3	62.1	ZH_GOLD_v3_2525850073	99.7	100.0
KM042611	S2	ZetaOtu2	58.1	53.0	ZH_GOLD_v3_2525848513	99.9	100.0
KM042612	S2	ZetaOtu2	65.3	62.1	ZH_GOLD_v3_JF320719_1_1456	99.8	97.8
KM042614	S2	ZetaOtu2	65.3	62.3	ZH_GOLD_v3_2525850073	99.7	100.0
KM042618	S2	ZetaOtu2	65.3	62.1	ZH_GOLD_v3_2525850073	99.6	100.0
AB_137C09B	S2	ZetaOtu6	99.8	99.9	ZH_GOLD_v3_2525852690	100.0	100.0
KM042622	S3	ZetaOtu2	65.0	61.6	ZH_GOLD_v3_JF320751_1_1456	99.3	97.7
KM042623	S3	ZetaOtu2	65.3	61.9	ZH_GOLD_v3_2525850073	100.0	100.0
KM042624	S3	ZetaOtu2	65.1	61.8	ZH_GOLD_v3_2525850073	100.0	100.0
KM042626	S3	ZetaOtu14	65.0	61.6	ZH_GOLD_v3_2525840915	99.8	100.0
KM042628	S3	ZetaOtu2	44.8	50.3	ZH_GOLD_v3_JF320751_1_1456	99.5	100.0
KM042629	S3	ZetaOtu2	65.1	61.8	ZH_GOLD_v3_2525848513	100.0	100.0
KM042631	S3	ZetaOtu6	65.0	61.2	ZH_GOLD_v3_KX505078_1	100.0	100.0
KM042632	S3	ZetaOtu2	65.3	61.9	ZH_GOLD_v3_2525850073	99.6	100.0
KM042633	S3	ZetaOtu2	65.0	61.6	ZH_GOLD_v3_2525850073	99.9	100.0
KM042634	S3	ZetaOtu2	65.3	61.9	ZH_GOLD_v3_JF320751_1_1456	99.6	97.9
KM042635	S3	ZetaOtu2	65.0	61.6	ZH_GOLD_v3_2525850073	99.8	100.0
KM042636	S3	ZetaOtu2	65.0	61.6	ZH_GOLD_v3_JF320719_1_1456	99.9	98.9
KM042637	S3	ZetaOtu2	65.0	61.6	ZH_GOLD_v3_JF320719_1_1456	100.0	99.1
KM042638	S3	ZetaOtu2	65.0	61.6	ZH_GOLD_v3_JF320751_1_1456	99.5	97.8
KM042639	S3	ZetaOtu2	65.1	61.8	ZH_GOLD_v3_2525850073	99.6	100.0
KM042644	S3	ZetaOtu2	65.0	61.6	ZH_GOLD_v3_2525850073	99.6	100.0
KM042645	S3	ZetaOtu2	65.3	61.9	ZH_GOLD_v3_2525850073	99.9	100.0
KM042647	S3	ZetaOtu2	52.4	53.8	ZH_GOLD_v3_JF320785_1_1456	99.9	100.0
KM042648	S3	ZetaOtu2	65.3	61.9	ZH_GOLD_v3_JF320719_1_1456	100.0	97.9
KM042649	S3	ZetaOtu2	65.0	61.6	ZH_GOLD_v3_JF320719_1_1456	100.0	97.8
KM042651	S3	ZetaOtu2	65.0	61.6	ZH_GOLD_v3_JF320751_1_1456	99.5	99.1
KM042654	S3	ZetaOtu2	47.0	51.5	ZH_GOLD_v3_JF320785_1_1456	99.6	100.0
KM042656	S3	ZetaOtu2	65.0	61.6	ZH_GOLD_v3_2525850073	99.5	100.0
KM042657	S3	ZetaOtu2	35.5	28.5	ZH_GOLD_v3_2525850073	100.0	100.0
KM042658	S3	ZetaOtu2	65.0	61.6	ZH_GOLD_v3_JF320719_1_1456	100.0	98.6
KM042659	S3	ZetaOtu2	64.9	61.1	ZH_GOLD_v3_JF320751_1_1456	99.9	99.0
KM042663	S3	ZetaOtu1	64.9	60.9	ZH_GOLD_v3_FJ001796_1_1458	100.0	99.2
KM042664	S3	ZetaOtu2	65.3	61.9	ZH_GOLD_v3_JF320751_1_1456	99.5	98.9
KM042665	S3	ZetaOtu2	65.0	61.7	ZH_GOLD_v3_JF320719_1_1456	99.5	99.1
KM042667	S3	ZetaOtu2	65.3	61.9	ZH_GOLD_v3_2525850073	99.7	100.0
KM042668	S3	ZetaOtu2	65.3	61.9	ZH_GOLD_v3_2525850073	99.5	100.0
KM042670	S3	ZetaOtu2	65.0	61.6	ZH_GOLD_v3_JF320719_1_1456	100.0	98.6
KM042672	S3	ZetaOtu2	65.0	61.6	ZH_GOLD_v3_JF320751_1_1456	99.5	98.9
KM042675	S3	ZetaOtu2	63.7	59.7	ZH_GOLD_v3_2525848513	99.9	100.0
KM042676	S3	ZetaOtu7	65.0	61.7	ZH_GOLD_v3_AMFO01000592_3679_5195	100.0	100.0
KM042677	S3	ZetaOtu2	65.0	61.6	ZH_GOLD_v3_2525850073	99.6	100.0
KM042680	S3	ZetaOtu2	65.0	61.6	ZH_GOLD_v3_JF320719_1_1456	99.9	99.1
KM042682	S3	ZetaOtu2	33.8	28.0	ZH_GOLD_v3_JF320719_1_1456	100.0	97.8
KM042686	S3	ZetaOtu2	65.0	61.6	ZH_GOLD_v3_JF320719_1_1456	100.0	98.9
KM042688	S3	ZetaOtu2	65.3	61.9	ZH_GOLD_v3_JF320719_1_1456	99.9	99.1
AB_602_L11	S3	ZetaOtu1	99.6	99.8	ZH_GOLD_v3_2525847248	100.0	100.0
AB_604_O16	S4	ZetaOtu4	99.4	99.9	ZH_GOLD_v3_AQUP01000092_21573_23091	100.0	100.0
ARAJ01000127	S4	ZetaOtu10	42.9	48.9	ZH_GOLD_v3_2529270692	100.0	87.3
AQUP01000092	S4	ZetaOtu4	99.4	99.9	ZH_GOLD_v3_AQUP01000092_21573_23091	100.0	100.0
KM042691	S4	ZetaOtu2	65.3	61.9	ZH_GOLD_v3_JF320719_1_1456	100.0	99.1
KM042692	S4	ZetaOtu4	65.3	61.9	ZH_GOLD_v3_2529062734	97.5	100.0
KM042694	S4	ZetaOtu10	65.0	61.7	ZH_GOLD_v3_2529270692	100.0	100.0
KM042695	S4	ZetaOtu4	65.0	61.3	ZH_GOLD_v3_2529062734	99.9	100.0
KM042696	S4	ZetaOtu4	65.0	61.6	ZH_GOLD_v3_2529062734	100.0	100.0
KM042697	S4	ZetaOtu4	65.3	62.1	ZH_GOLD_v3_2529062734	97.5	100.0
KM042698	S4	ZetaOtu4	65.0	61.6	ZH_GOLD_v3_2529062734	100.0	100.0
KM042699	S4	ZetaOtu4	65.0	61.7	ZH_GOLD_v3_2529062734	99.9	100.0
KM042701	S4	ZetaOtu4	65.0	61.6	ZH_GOLD_v3_2529062734	100.0	100.0
KM042703	S4	ZetaOtu4	65.0	61.6	ZH_GOLD_v3_2529062734	100.0	100.0
KM042704	S4	ZetaOtu4	65.0	61.6	ZH_GOLD_v3_2529062734	99.9	100.0
KM042705	S4	ZetaOtu4	65.0	61.6	ZH_GOLD_v3_2529062734	100.0	99.9
KM042706	S4	ZetaOtu2	65.0	61.7	ZH_GOLD_v3_JF320719_1_1456	99.9	97.9
KM042707	S4	ZetaOtu4	65.0	61.6	ZH_GOLD_v3_2529062734	99.8	99.9
KM042709	S4	ZetaOtu4	65.0	61.6	ZH_GOLD_v3_2529062734	99.9	100.0
KM042714	S4	ZetaOtu2	65.0	61.6	ZH_GOLD_v3_JF320719_1_1456	100.0	98.2
KM042715	S4	ZetaOtu4	65.0	61.6	ZH_GOLD_v3_2529062734	99.8	100.0
KM042716	S4	ZetaOtu4	65.3	61.9	ZH_GOLD_v3_2529062734	100.0	100.0
KM042717	S4	ZetaOtu2	65.3	61.9	ZH_GOLD_v3_JF320719_1_1456	99.4	97.9
KM042718	S4	ZetaOtu2	65.0	61.6	ZH_GOLD_v3_JF320719_1_1456	100.0	99.1
AB_604_P22	S4	ZetaOtu2	99.6	99.8	ZH_GOLD_v3_2525847772	100.0	100.0
AC_673_B17	S5	ZetaOtu10	100.0	100.0	ZH_GOLD_v3_2529270692	100.0	100.0
AC_673_C02	S5	ZetaOtu4	99.4	99.9	ZH_GOLD_v3_2529062734	100.0	100.0
KM042724	S5	ZetaOtu1	65.8	62.6	ZH_GOLD_v3_JF320772_1_1460	98.2	96.5
KM042727	S5	ZetaOtu4	65.9	63.1	ZH_GOLD_v3_KY417846_1	99.4	93.5
KM042730	S5	ZetaOtu1	65.9	63.9	ZH_GOLD_v3_JF320731_1_1458	99.2	94.5
KM042733	S5	ZetaOtu4	65.8	62.6	ZH_GOLD_v3_JF320723_1_1460	98.6	94.9
KM042739	S5	ZetaOtu1	65.9	63.7	ZH_GOLD_v3_JF320772_1_1460	98.0	94.1
KM042740	S5	ZetaOtu4	65.9	63.8	ZH_GOLD_v3_KY417846_1	98.9	92.0
KM042745	S5	ZetaOtu4	66.0	64.1	ZH_GOLD_v3_KY417846_1	98.8	93.6
KM042747	S5	ZetaOtu1	65.9	63.6	ZH_GOLD_v3_JF320772_1_1460	97.4	93.6
KM042751	S5	ZetaOtu1	65.9	63.9	ZH_GOLD_v3_JF320772_1_1460	97.3	92.6
KM042755	S5	ZetaOtu1	66.0	64.2	ZH_GOLD_v3_2525846989	99.9	91.2
KM042758	S5	ZetaOtu1	65.9	63.8	ZH_GOLD_v3_JF320772_1_1460	97.3	93.6
KM042760	S5	ZetaOtu4	66.0	64.0	ZH_GOLD_v3_JF320723_1_1460	99.0	95.0
KM042761	S5	ZetaOtu4	66.0	63.9	ZH_GOLD_v3_JF320723_1_1460	97.7	94.3
KM042762	S5	ZetaOtu10	65.9	63.8	ZH_GOLD_v3_JF320784_1_1463	99.2	94.5
KM042765	S5	ZetaOtu10	65.8	62.8	ZH_GOLD_v3_JF320727_1_1463	98.0	94.9
KM042766	S5	ZetaOtu19	65.9	63.7	ZH_GOLD_v3_JF320755_1_1461	98.0	94.2
KM042769	S5	ZetaOtu1	65.9	62.9	ZH_GOLD_v3_JF320772_1_1460	98.5	94.8
KM042770	S5	ZetaOtu1	66.0	64.0	ZH_GOLD_v3_KY417853_1	98.7	95.5
KM042771	S5	ZetaOtu3	65.9	64.1	ZH_GOLD_v3_JF320732_1_1457	98.6	93.6
KM042774	S5	ZetaOtu14	65.9	62.9	ZH_GOLD_v3_2525840915	99.1	98.4
AC_673_N02	S5	ZetaOtu10	100.0	100.0	ZH_GOLD_v3_2529066166	100.0	100.0
AC_675_C07	S6	ZetaOtu4	99.8	99.9	ZH_GOLD_v3_2529066422	100.0	100.0
KM042777	S6	ZetaOtu10	65.8	62.6	ZH_GOLD_v3_2529066166	98.5	99.7
KM042778	S6	ZetaOtu4	65.8	62.6	ZH_GOLD_v3_JF320723_1_1460	99.6	96.5
KM042784	S6	ZetaOtu4	65.9	62.9	ZH_GOLD_v3_JF320724_1_1458	99.6	96.4
KM042785	S6	ZetaOtu2	65.9	62.8	ZH_GOLD_v3_JF320718_1_1456	99.1	97.1
KM042787	S6	ZetaOtu4	65.9	62.9	ZH_GOLD_v3_JF320723_1_1460	99.4	96.6
KM042792	S6	ZetaOtu4	65.8	62.8	ZH_GOLD_v3_JF320723_1_1460	99.9	96.4
KM042794	S6	ZetaOtu4	65.8	62.7	ZH_GOLD_v3_JF320723_1_1460	99.4	96.8
KM042795	S6	ZetaOtu4	65.8	62.6	ZH_GOLD_v3_JF320723_1_1460	99.5	96.5
KM042797	S6	ZetaOtu4	65.9	62.9	ZH_GOLD_v3_2529062734	97.4	98.9
KM042805	S6	ZetaOtu4	65.8	62.8	ZH_GOLD_v3_JF320723_1_1460	99.4	96.7
KM042813	S6	ZetaOtu4	65.8	62.7	ZH_GOLD_v3_KY417846_1	99.2	96.8
KM042816	S6	ZetaOtu4	65.9	62.9	ZH_GOLD_v3_JF320723_1_1460	99.6	96.3
KM042821	S6	ZetaOtu10	65.6	62.4	ZH_GOLD_v3_2529066166	99.1	99.1
KM042827	S6	ZetaOtu2	65.8	62.6	ZH_GOLD_v3_JF320718_1_1456	99.3	96.3
KM042829	S6	ZetaOtu4	65.9	62.9	ZH_GOLD_v3_JF320723_1_1460	99.5	96.5
KM042832	S6	ZetaOtu2	65.8	62.8	ZH_GOLD_v3_JF320719_1_1456	99.2	95.9
KM042833	S6	ZetaOtu2	65.9	62.8	ZH_GOLD_v3_JF320718_1_1456	98.0	96.3
KM042836	S6	ZetaOtu13	65.7	62.8	ZH_GOLD_v3_KY417834_1	97.8	97.5
KM042837	S6	ZetaOtu10	65.3	61.9	ZH_GOLD_v3_2529066166	100.0	100.0
