#SeqID	Sample	OTU	PercEntropy	PercMaskedBases	Flag
AB_137_M18	S2	ZetaOtu1	100.0	100.0	0
ARAL01000103	S2	ZetaOtu14	99.5	99.9	0
ARAK01000206	S2	ZetaOtu6	99.8	99.9	0
KM042508	S2	ZetaOtu2	65.3	62.2	FRAGMENT_LARGE
KM042510	S2	ZetaOtu14	65.3	61.9	FRAGMENT_LARGE
KM042512	S2	ZetaOtu2	65.3	62.2	FRAGMENT_LARGE
KM042516	S2	ZetaOtu2	65.3	62.2	FRAGMENT_LARGE
KM042519	S2	ZetaOtu2	65.3	62.2	FRAGMENT_LARGE
KM042521	S2	ZetaOtu2	65.3	62.2	FRAGMENT_LARGE
KM042522	S2	ZetaOtu6	65.6	62.4	FRAGMENT_LARGE
KM042523	S2	ZetaOtu2	65.3	62.3	FRAGMENT_LARGE
KM042525	S2	ZetaOtu2	65.3	62.2	FRAGMENT_LARGE
KM042527	S2	ZetaOtu2	65.3	61.9	FRAGMENT_LARGE
KM042529	S2	ZetaOtu2	65.3	62.2	FRAGMENT_LARGE
KM042532	S2	ZetaOtu2	65.3	62.1	FRAGMENT_LARGE
KM042536	S2	ZetaOtu2	65.3	62.0	FRAGMENT_LARGE
KM042539	S2	ZetaOtu2	65.3	62.2	FRAGMENT_LARGE
KM042540	S2	ZetaOtu2	65.3	62.3	FRAGMENT_LARGE
KM042541	S2	ZetaOtu2	65.6	62.4	FRAGMENT_LARGE
KM042542	S2	ZetaOtu2	65.3	61.9	FRAGMENT_LARGE
KM042544	S2	ZetaOtu2	65.3	62.1	FRAGMENT_LARGE
KM042545	S2	ZetaOtu2	65.3	61.9	FRAGMENT_LARGE
KM042548	S2	ZetaOtu2	65.3	62.1	FRAGMENT_LARGE
KM042551	S2	ZetaOtu2	65.6	62.4	FRAGMENT_LARGE
KM042552	S2	ZetaOtu2	65.6	62.4	FRAGMENT_LARGE
KM042555	S2	ZetaOtu2	65.3	61.9	FRAGMENT_LARGE
KM042557	S2	ZetaOtu2	58.3	53.1	FRAGMENT_LARGE
KM042558	S2	ZetaOtu2	65.3	62.0	FRAGMENT_LARGE
KM042559	S2	ZetaOtu2	58.7	55.8	FRAGMENT_LARGE
KM042560	S2	ZetaOtu2	65.3	62.3	FRAGMENT_LARGE
KM042561	S2	ZetaOtu2	58.3	53.2	FRAGMENT_LARGE
KM042562	S2	ZetaOtu2	65.3	62.2	FRAGMENT_LARGE
KM042567	S2	ZetaOtu14	58.7	55.5	FRAGMENT_LARGE
KM042568	S2	ZetaOtu14	65.3	62.2	FRAGMENT_LARGE
KM042571	S2	ZetaOtu2	65.0	61.3	FRAGMENT_LARGE
KM042573	S2	ZetaOtu2	58.3	53.2	FRAGMENT_LARGE
KM042574	S2	ZetaOtu2	65.3	61.9	FRAGMENT_LARGE
KM042575	S2	ZetaOtu2	58.2	53.0	FRAGMENT_LARGE
KM042580	S2	ZetaOtu2	65.3	62.1	FRAGMENT_LARGE
KM042581	S2	ZetaOtu2	58.2	52.7	FRAGMENT_LARGE
KM042582	S2	ZetaOtu2	65.3	62.3	FRAGMENT_LARGE
KM042583	S2	ZetaOtu6	65.3	62.3	FRAGMENT_LARGE
KM042586	S2	ZetaOtu2	65.3	61.9	FRAGMENT_LARGE
KM042588	S2	ZetaOtu2	65.6	62.4	FRAGMENT_LARGE
KM042591	S2	ZetaOtu1	65.3	62.1	FRAGMENT_LARGE
KM042592	S2	ZetaOtu2	65.3	62.1	FRAGMENT_LARGE
KM042593	S2	ZetaOtu2	58.1	52.7	FRAGMENT_LARGE
KM042595	S2	ZetaOtu2	65.0	61.2	FRAGMENT_LARGE
KM042596	S2	ZetaOtu2	65.3	62.1	FRAGMENT_LARGE
KM042598	S2	ZetaOtu2	65.3	62.2	FRAGMENT_LARGE
KM042601	S2	ZetaOtu6	57.3	51.3	FRAGMENT_LARGE
KM042604	S2	ZetaOtu2	65.0	61.6	FRAGMENT_LARGE
KM042605	S2	ZetaOtu2	47.1	41.3	FRAGMENT_LARGE
KM042606	S2	ZetaOtu2	65.3	61.9	FRAGMENT_LARGE
KM042609	S2	ZetaOtu2	58.7	55.9	FRAGMENT_LARGE
KM042610	S2	ZetaOtu2	65.3	62.1	FRAGMENT_LARGE
KM042611	S2	ZetaOtu2	58.1	53.0	FRAGMENT_LARGE
KM042612	S2	ZetaOtu2	65.3	62.1	FRAGMENT_LARGE
KM042614	S2	ZetaOtu2	65.3	62.3	FRAGMENT_LARGE
KM042618	S2	ZetaOtu2	65.3	62.1	FRAGMENT_LARGE
AB_137C09B	S2	ZetaOtu6	99.8	99.9	0
KM042622	S3	ZetaOtu2	65.0	61.6	FRAGMENT_LARGE
KM042623	S3	ZetaOtu2	65.3	61.9	FRAGMENT_LARGE
KM042624	S3	ZetaOtu2	65.1	61.8	FRAGMENT_LARGE
KM042626	S3	ZetaOtu14	65.0	61.6	FRAGMENT_LARGE
KM042628	S3	ZetaOtu2	44.8	50.3	FRAGMENT_LARGE
KM042629	S3	ZetaOtu2	65.1	61.8	FRAGMENT_LARGE
KM042631	S3	ZetaOtu6	65.0	61.2	FRAGMENT_LARGE
KM042632	S3	ZetaOtu2	65.3	61.9	FRAGMENT_LARGE
KM042633	S3	ZetaOtu2	65.0	61.6	FRAGMENT_LARGE
KM042634	S3	ZetaOtu2	65.3	61.9	FRAGMENT_LARGE
KM042635	S3	ZetaOtu2	65.0	61.6	FRAGMENT_LARGE
KM042636	S3	ZetaOtu2	65.0	61.6	FRAGMENT_LARGE
KM042637	S3	ZetaOtu2	65.0	61.6	FRAGMENT_LARGE
KM042638	S3	ZetaOtu2	65.0	61.6	FRAGMENT_LARGE
KM042639	S3	ZetaOtu2	65.1	61.8	FRAGMENT_LARGE
KM042644	S3	ZetaOtu2	65.0	61.6	FRAGMENT_LARGE
KM042645	S3	ZetaOtu2	65.3	61.9	FRAGMENT_LARGE
KM042647	S3	ZetaOtu2	52.4	53.8	FRAGMENT_LARGE
KM042648	S3	ZetaOtu2	65.3	61.9	FRAGMENT_LARGE
KM042649	S3	ZetaOtu2	65.0	61.6	FRAGMENT_LARGE
KM042651	S3	ZetaOtu2	65.0	61.6	FRAGMENT_LARGE
KM042654	S3	ZetaOtu2	47.0	51.5	FRAGMENT_LARGE
KM042656	S3	ZetaOtu2	65.0	61.6	FRAGMENT_LARGE
KM042657	S3	ZetaOtu2	35.5	28.5	FRAGMENT_LARGE
KM042658	S3	ZetaOtu2	65.0	61.6	FRAGMENT_LARGE
KM042659	S3	ZetaOtu2	64.9	61.1	FRAGMENT_LARGE
KM042663	S3	ZetaOtu1	64.9	60.9	FRAGMENT_LARGE
KM042664	S3	ZetaOtu2	65.3	61.9	FRAGMENT_LARGE
KM042665	S3	ZetaOtu2	65.0	61.7	FRAGMENT_LARGE
KM042667	S3	ZetaOtu2	65.3	61.9	FRAGMENT_LARGE
KM042668	S3	ZetaOtu2	65.3	61.9	FRAGMENT_LARGE
KM042670	S3	ZetaOtu2	65.0	61.6	FRAGMENT_LARGE
KM042672	S3	ZetaOtu2	65.0	61.6	FRAGMENT_LARGE
KM042675	S3	ZetaOtu2	63.7	59.7	FRAGMENT_LARGE
KM042676	S3	ZetaOtu7	65.0	61.7	FRAGMENT_LARGE
KM042677	S3	ZetaOtu2	65.0	61.6	FRAGMENT_LARGE
KM042680	S3	ZetaOtu2	65.0	61.6	FRAGMENT_LARGE
KM042682	S3	ZetaOtu2	33.8	28.0	FRAGMENT_LARGE
KM042686	S3	ZetaOtu2	65.0	61.6	FRAGMENT_LARGE
KM042688	S3	ZetaOtu2	65.3	61.9	FRAGMENT_LARGE
AB_602_L11	S3	ZetaOtu1	99.6	99.8	0
AB_604_O16	S4	ZetaOtu4	99.4	99.9	0
ARAJ01000127	S4	ZetaOtu10	42.9	48.9	FRAGMENT_LARGE
AQUP01000092	S4	ZetaOtu4	99.4	99.9	0
KM042691	S4	ZetaOtu2	65.3	61.9	FRAGMENT_LARGE
KM042692	S4	ZetaOtu4	65.3	61.9	FRAGMENT_LARGE
KM042694	S4	ZetaOtu10	65.0	61.7	FRAGMENT_LARGE
KM042695	S4	ZetaOtu4	65.0	61.3	FRAGMENT_LARGE
KM042696	S4	ZetaOtu4	65.0	61.6	FRAGMENT_LARGE
KM042697	S4	ZetaOtu4	65.3	62.1	FRAGMENT_LARGE
KM042698	S4	ZetaOtu4	65.0	61.6	FRAGMENT_LARGE
KM042699	S4	ZetaOtu4	65.0	61.7	FRAGMENT_LARGE
KM042701	S4	ZetaOtu4	65.0	61.6	FRAGMENT_LARGE
KM042703	S4	ZetaOtu4	65.0	61.6	FRAGMENT_LARGE
KM042704	S4	ZetaOtu4	65.0	61.6	FRAGMENT_LARGE
KM042705	S4	ZetaOtu4	65.0	61.6	FRAGMENT_LARGE
KM042706	S4	ZetaOtu2	65.0	61.7	FRAGMENT_LARGE
KM042707	S4	ZetaOtu4	65.0	61.6	FRAGMENT_LARGE
KM042709	S4	ZetaOtu4	65.0	61.6	FRAGMENT_LARGE
KM042714	S4	ZetaOtu2	65.0	61.6	FRAGMENT_LARGE
KM042715	S4	ZetaOtu4	65.0	61.6	FRAGMENT_LARGE
KM042716	S4	ZetaOtu4	65.3	61.9	FRAGMENT_LARGE
KM042717	S4	ZetaOtu2	65.3	61.9	FRAGMENT_LARGE
KM042718	S4	ZetaOtu2	65.0	61.6	FRAGMENT_LARGE
AB_604_P22	S4	ZetaOtu2	99.6	99.8	0
AC_673_B17	S5	ZetaOtu10	100.0	100.0	0
AC_673_C02	S5	ZetaOtu4	99.4	99.9	0
KM042724	S5	ZetaOtu1	65.8	62.6	FRAGMENT_LARGE
KM042727	S5	ZetaOtu4	65.9	63.1	FRAGMENT_LARGE
KM042730	S5	ZetaOtu1	65.9	63.9	FRAGMENT_LARGE
KM042733	S5	ZetaOtu4	65.8	62.6	FRAGMENT_LARGE
KM042739	S5	ZetaOtu1	65.9	63.7	FRAGMENT_LARGE
KM042740	S5	ZetaOtu4	65.9	63.8	FRAGMENT_LARGE
KM042745	S5	ZetaOtu4	66.0	64.1	FRAGMENT_LARGE
KM042747	S5	ZetaOtu1	65.9	63.6	FRAGMENT_LARGE
KM042751	S5	ZetaOtu1	65.9	63.9	FRAGMENT_LARGE
KM042755	S5	ZetaOtu1	66.0	64.2	FRAGMENT_LARGE
KM042758	S5	ZetaOtu1	65.9	63.8	FRAGMENT_LARGE
KM042760	S5	ZetaOtu4	66.0	64.0	FRAGMENT_LARGE
KM042761	S5	ZetaOtu4	66.0	63.9	FRAGMENT_LARGE
KM042762	S5	ZetaOtu10	65.9	63.8	FRAGMENT_LARGE
KM042765	S5	ZetaOtu10	65.8	62.8	FRAGMENT_LARGE
KM042766	S5	ZetaOtu19	65.9	63.7	FRAGMENT_LARGE
KM042769	S5	ZetaOtu1	65.9	62.9	FRAGMENT_LARGE
KM042770	S5	ZetaOtu1	66.0	64.0	FRAGMENT_LARGE
KM042771	S5	ZetaOtu3	65.9	64.1	FRAGMENT_LARGE
KM042774	S5	ZetaOtu14	65.9	62.9	FRAGMENT_LARGE
AC_673_N02	S5	ZetaOtu10	100.0	100.0	0
AC_675_C07	S6	ZetaOtu4	99.8	99.9	0
KM042777	S6	ZetaOtu10	65.8	62.6	FRAGMENT_LARGE
KM042778	S6	ZetaOtu4	65.8	62.6	FRAGMENT_LARGE
KM042784	S6	ZetaOtu4	65.9	62.9	FRAGMENT_LARGE
KM042785	S6	ZetaOtu2	65.9	62.8	FRAGMENT_LARGE
KM042787	S6	ZetaOtu4	65.9	62.9	FRAGMENT_LARGE
KM042792	S6	ZetaOtu4	65.8	62.8	FRAGMENT_LARGE
KM042794	S6	ZetaOtu4	65.8	62.7	FRAGMENT_LARGE
KM042795	S6	ZetaOtu4	65.8	62.6	FRAGMENT_LARGE
KM042797	S6	ZetaOtu4	65.9	62.9	FRAGMENT_LARGE
KM042805	S6	ZetaOtu4	65.8	62.8	FRAGMENT_LARGE
KM042813	S6	ZetaOtu4	65.8	62.7	FRAGMENT_LARGE
KM042816	S6	ZetaOtu4	65.9	62.9	FRAGMENT_LARGE
KM042821	S6	ZetaOtu10	65.6	62.4	FRAGMENT_LARGE
KM042827	S6	ZetaOtu2	65.8	62.6	FRAGMENT_LARGE
KM042829	S6	ZetaOtu4	65.9	62.9	FRAGMENT_LARGE
KM042832	S6	ZetaOtu2	65.8	62.8	FRAGMENT_LARGE
KM042833	S6	ZetaOtu2	65.9	62.8	FRAGMENT_LARGE
KM042836	S6	ZetaOtu13	65.7	62.8	FRAGMENT_LARGE
KM042837	S6	ZetaOtu10	65.3	61.9	FRAGMENT_LARGE
KM042725	S5	NewZetaOtu1	65.9	62.9	FRAGMENT_LARGE,SINGLETON
KM042726	S5	NewZetaOtu2	65.7	63.5	FRAGMENT_LARGE,SINGLETON
KM042729	S5	NewZetaOtu3	65.9	63.0	FRAGMENT_LARGE,SINGLETON
KM042731	S5	NewZetaOtu4	65.7	62.7	FRAGMENT_LARGE,SINGLETON
KM042734	S5	NewZetaOtu5	65.9	63.6	FRAGMENT_LARGE,SINGLETON
KM042738	S5	NewZetaOtu6	65.9	63.6	FRAGMENT_LARGE,SINGLETON
KM042741	S5	NewZetaOtu7	65.8	62.8	FRAGMENT_LARGE,SINGLETON
KM042723	S5	NewZetaOtu8	65.8	62.7	FRAGMENT_LARGE,SINGLETON
