#SeqID	Sample	OTU	PercEntropy	PercMaskedBases	Flag
AM902635_1_1475	S1	OP3Div1	96.8	94.4	0
AJ518114_1_500	S1	OP3Div1	44.0	38.8	FRAGMENT_LARGE
AM991240_1_1475	S1	OP3Div5	96.1	95.2	0
AJ567573_1_1527	S1	OP3Div2	96.0	95.0	0
AM040127_1_1491	S1	OP3Div5	96.3	94.5	0
AY373410_1_1506	S1	OP3Div2	95.6	94.1	0
AM261927_1_368	S1	OP3Div3	23.7	28.7	FRAGMENT_SMALL
AY547756_1_701	S1	OP3Div4	48.1	52.7	FRAGMENT_LARGE
AY164351_1_641	S1	OP3Div4	41.0	45.2	FRAGMENT_LARGE
AY547810_1_607	S1	OP3Div4	40.6	44.3	FRAGMENT_LARGE
AY547869_1_711	S1	OP3Div4	46.8	51.6	FRAGMENT_LARGE
AY164396_1_699	S1	OP3Div4	45.2	50.0	FRAGMENT_LARGE
AY226198_1_734	S1	OP3Div4	49.5	53.4	AMBIGUOUS_BASES,FRAGMENT_LARGE
AM991275_1_1469	S1	OP3Div5	96.1	95.2	0
AY661975_1_1492	S1	OP3Div5	96.1	95.1	0
AY226329_1_727	S1	OP3Div4	46.9	51.7	AMBIGUOUS_BASES,FRAGMENT_LARGE
AY547852_1_679	S1	OP3Div4	45.6	50.4	FRAGMENT_LARGE
AY532589_1_1537	S1	OP3Div2	96.2	94.5	0
AY013695_1_1571	S1	OP3Div2	96.4	94.5	0
AY547868_1_710	S1	OP3Div4	46.8	51.6	FRAGMENT_LARGE
AY667264_1_1505	S1	OP3Div3	95.1	94.9	0
AY164383_1_700	S1	OP3Div4	44.9	49.2	FRAGMENT_LARGE
AY627570_1_1336	S1	OP3Div2	96.5	94.5	0
AY164449_1_703	S1	OP3Div4	45.2	49.8	FRAGMENT_LARGE
AY690235_1_859	S1	OP3Div1	56.5	60.7	FRAGMENT_LARGE
AY344402_1_1557	S1	OP3Div4	96.0	94.9	0
DQ088765_1_1527	S1	OP3Div3	91.9	93.2	0
AY775535_1_1320	S1	OP3Div5	96.0	95.1	0
AY547784_1_695	S1	OP3Div4	45.6	50.4	FRAGMENT_LARGE
DQ289311_1_552	S1	OP3Div4	38.5	39.3	AMBIGUOUS_BASES,FRAGMENT_LARGE
CR933082_1_1318	S1	OP3Div1	96.9	94.9	0
AY547867_1_698	S1	OP3Div4	47.0	51.8	FRAGMENT_LARGE
DQ018787_1_1370	S1	OP3Div1	97.3	94.9	0
DQ070819_1_1406	S1	OP3Div1	97.0	94.2	0
AY775515_1_1326	S1	OP3Div5	96.0	95.1	0
DQ289348_1_518	S1	OP3Div4	33.1	34.0	FRAGMENT_LARGE
AY792313_1_1543	S1	OP3Div2	96.7	94.7	0
DQ453208_1_457	S1	OP3Div4	31.7	28.4	FRAGMENT_LARGE
DQ289302_1_551	S1	OP3Div4	33.4	34.6	FRAGMENT_LARGE
DQ289368_1_518	S1	OP3Div4	33.1	34.0	FRAGMENT_LARGE
DQ404728_1_1548	S1	OP3Div3	95.3	94.9	0
DQ407397_1_527	S1	OP3Div2	39.4	31.2	AMBIGUOUS_BASES,FRAGMENT_LARGE
DQ289354_1_552	S1	OP3Div4	38.5	39.3	AMBIGUOUS_BASES,FRAGMENT_LARGE
DQ453431_1_507	S1	OP3Div4	34.3	36.0	AMBIGUOUS_BASES,FRAGMENT_LARGE
DQ404724_1_1548	S1	OP3Div3	95.3	94.9	0
DQ642413_1_926	S1	OP3Div3	63.6	66.1	FRAGMENT_LARGE
DQ419694_1_567	S1	OP3Div3	39.7	33.7	FRAGMENT_LARGE
DQ453430_1_507	S1	OP3Div4	34.3	36.0	AMBIGUOUS_BASES,FRAGMENT_LARGE
DQ642412_1_977	S1	OP3Div3	67.8	69.2	FRAGMENT_LARGE
DQ676354_1_1449	S1	OP3Div5	96.1	95.1	0
DQ676311_1_1442	S1	OP3Div5	96.1	95.2	AMBIGUOUS_BASES
DQ676386_1_1467	S1	OP3Div2	96.7	94.6	0
DQ837261_1_1450	S1	OP3Div3	95.3	94.9	AMBIGUOUS_BASES
EF093938_1_392	S1	OP3Div5	26.0	19.9	FRAGMENT_LARGE
EF665123_1_953	S1	OP3Div5	71.2	71.0	FRAGMENT_LARGE
EU048672_1_1481	S1	OP3Div2	96.4	94.9	0
EU134905_1_1331	S1	OP3Div2	96.8	94.9	0
EU134909_1_1431	S1	OP3Div2	97.4	95.3	AMBIGUOUS_BASES
EU236383_1_1433	S1	OP3Div5	96.0	94.9	0
EU373974_1_1518	S1	OP3Div1	96.0	94.2	AMBIGUOUS_BASES
EU385720_1_1476	S1	OP3Div2	96.4	94.6	0
EU385777_1_1479	S1	OP3Div2	96.6	94.9	0
EU385922_1_1486	S1	OP3Div1	96.9	94.6	0
EU386021_1_1505	S1	OP3Div4	95.6	94.8	0
EU386085_1_1479	S1	OP3Div2	96.1	94.9	0
EU491235_1_1552	S1	OP3Div5	96.6	95.1	0
EU546276_1_798	S1	OP3Div1	42.4	45.8	FRAGMENT_LARGE
EU662507_1_1529	S1	OP3Div1	96.1	94.7	0
EU800499_1_1509	S1	OP3Div5	96.1	95.1	0
DQ676384_1_1462	S1	OP3Div1	97.2	94.9	0
DQ996920_1_740	S1	OP3Div1	59.6	56.6	FRAGMENT_LARGE
EF460044_1_956	S1	OP3Div3	63.2	64.0	FRAGMENT_LARGE
EF602488_1_1422	S1	OP3Div4	96.6	95.0	0
EF687299_1_1412	S1	OP3Div4	96.4	94.8	0
EU101223_1_1447	S1	OP3Div5	96.1	95.1	0
EU140705_1_780	S1	OP3Div1	62.7	58.7	FRAGMENT_LARGE
EU236377_1_1374	S1	OP3Div5	95.9	94.5	0
EU385719_1_1486	S1	OP3Div1	96.8	94.7	0
EU385765_1_1479	S1	OP3Div2	96.6	94.9	0
EU386007_1_1479	S1	OP3Div2	96.1	94.9	0
EU491233_1_1551	S1	OP3Div5	96.1	95.0	0
EU546275_1_852	S1	OP3Div1	45.6	50.1	FRAGMENT_LARGE
DQ676379_1_1461	S1	OP3Div1	97.2	94.9	0
DQ996919_1_740	S1	OP3Div2	59.4	56.6	FRAGMENT_LARGE
EF602487_1_1401	S1	OP3Div2	95.7	94.5	0
EF668559_1_366	S1	OP3Div3	23.5	28.5	FRAGMENT_SMALL
EF687295_1_718	S1	OP3Div4	48.6	55.5	AMBIGUOUS_BASES,FRAGMENT_LARGE
EU101222_1_1447	S1	OP3Div5	96.1	95.1	0
EU134907_1_1350	S1	OP3Div1	97.1	94.7	0
EU245967_1_1556	S1	OP3Div5	96.1	95.2	0
EU335171_1_1545	S1	OP3Div5	96.1	95.2	0
EU385716_1_1479	S1	OP3Div2	96.6	94.9	0
EU385757_1_1483	S1	OP3Div1	96.3	94.5	0
EU385956_1_1468	S1	OP3Div2	96.4	94.9	0
EU386066_1_1480	S1	OP3Div2	96.6	95.0	0
EU491104_1_1551	S1	OP3Div5	96.5	95.1	0
EU491175_1_1551	S1	OP3Div5	96.6	95.1	0
EU491309_1_1548	S1	OP3Div5	96.6	95.1	0
EU522667_1_1377	S1	OP3Div2	96.8	95.2	AMBIGUOUS_BASES
EF032777_1_1476	S1	OP3Div1	96.3	94.3	0
EU881347_1_1508	S1	OP3Div2	95.9	94.2	0
EF687269_1_719	S1	OP3Div4	49.0	55.5	AMBIGUOUS_BASES,FRAGMENT_LARGE
EU050948_1_1458	S1	OP3Div5	96.0	94.9	0
EU134906_1_1312	S1	OP3Div1	97.3	95.2	0
EU134911_1_1312	S1	OP3Div1	97.3	95.2	0
EU385667_1_1466	S1	OP3Div2	96.5	94.6	0
EU385743_1_1466	S1	OP3Div2	94.6	94.0	0
EU385790_1_1487	S1	OP3Div2	96.5	94.9	0
EU386033_1_1490	S1	OP3Div2	96.3	94.5	0
EU491137_1_1549	S1	OP3Div5	96.6	95.1	0
EU491266_1_1517	S1	OP3Div1	96.9	94.5	0
EU662508_1_1531	S1	OP3Div1	96.3	94.9	0
EU801302_1_1443	S1	OP3Div1	97.0	94.8	0
EU921212_1_931	S1	OP3Div3	56.9	62.6	FRAGMENT_LARGE
EU937894_1_1532	S1	OP3Div2	97.0	95.5	0
EU921219_1_931	S1	OP3Div3	56.9	62.6	FRAGMENT_LARGE
FJ205236_1_1503	S1	OP3Div2	97.5	95.6	0
FJ205385_1_1520	S1	OP3Div5	96.1	95.0	0
FJ205349_1_1500	S1	OP3Div1	96.6	94.7	0
FJ437903_1_1539	S1	OP3Div2	96.5	94.7	0
FJ901531_1_496	S1	OP3Div2	32.3	38.7	FRAGMENT_LARGE
EU921221_1_931	S1	OP3Div3	56.9	62.6	FRAGMENT_LARGE
EU937932_1_1435	S1	OP3Div2	95.9	94.2	0
FJ437883_1_1525	S1	OP3Div1	96.4	94.9	0
FJ437841_1_1495	S1	OP3Div3	95.3	94.9	0
FJ516821_1_1533	S1	OP3Div1	96.9	94.6	0
FJ823180_1_981	S1	OP3Div1	56.2	60.2	FRAGMENT_LARGE
FM205941_1_455	S1	OP3Div1	32.9	27.5	FRAGMENT_LARGE
FM206203_1_482	S1	OP3Div2	36.9	28.8	FRAGMENT_LARGE
FM206206_1_571	S1	OP3Div1	37.4	29.4	FRAGMENT_LARGE
FM206187_1_529	S1	OP3Div3	31.3	26.5	FRAGMENT_LARGE
FN296938_1_842	S1	OP3Div2	49.1	52.9	FRAGMENT_LARGE
FN550452_1_443	S1	OP3Div3	35.3	28.2	AMBIGUOUS_BASES,FRAGMENT_LARGE
FN550769_1_499	S1	OP3Div3	39.3	32.8	FRAGMENT_LARGE
FM206189_1_524	S1	OP3Div2	34.2	27.9	FRAGMENT_LARGE
FN870235_1_750	S1	OP3Div1	39.9	42.4	FRAGMENT_LARGE
FM213507_1_699	S1	OP3Div5	37.9	38.8	FRAGMENT_LARGE
FN550571_1_462	S1	OP3Div3	38.1	29.7	FRAGMENT_LARGE
FQ659464_1_1382	S1	OP3Div1	97.1	94.9	0
FM867564_1_566	S1	OP3Div3	35.6	44.1	FRAGMENT_LARGE
FN550614_1_426	S1	OP3Div3	32.0	26.8	FRAGMENT_LARGE
FM206290_1_641	S1	OP3Div1	39.1	31.5	FRAGMENT_LARGE
FN550417_1_321	S1	OP3Div3	26.8	20.2	AMBIGUOUS_BASES,FRAGMENT_LARGE
FN550772_1_445	S1	OP3Div3	37.5	29.0	AMBIGUOUS_BASES,FRAGMENT_LARGE
GQ165440_1_401	S1	OP3Div2	30.2	31.3	FRAGMENT_LARGE
GQ181910_1_939	S1	OP3Div3	57.6	64.7	FRAGMENT_LARGE
GQ165441_1_400	S1	OP3Div2	29.6	31.2	FRAGMENT_LARGE
GQ123174_1_371	S1	OP3Div1	24.0	28.7	FRAGMENT_SMALL
GQ182134_1_850	S1	OP3Div3	57.8	55.7	FRAGMENT_LARGE
GQ124630_1_371	S1	OP3Div1	24.0	28.7	FRAGMENT_SMALL
GQ123845_1_371	S1	OP3Div1	24.0	28.7	FRAGMENT_SMALL
GQ182311_1_854	S1	OP3Div3	58.0	55.9	FRAGMENT_LARGE
GQ221422_1_513	S1	OP3Div3	38.4	32.7	FRAGMENT_LARGE
GQ390882_1_397	S1	OP3Div3	30.3	26.1	FRAGMENT_LARGE
GQ391750_1_398	S1	OP3Div2	31.1	26.6	AMBIGUOUS_BASES,FRAGMENT_LARGE
GQ391694_1_402	S1	OP3Div3	30.9	26.3	FRAGMENT_LARGE
GQ925727_1_327	S1	OP3Div1	21.3	19.0	FRAGMENT_SMALL
GQ994738_1_645	S1	OP3Div5	51.0	45.8	FRAGMENT_LARGE
GQ994726_1_697	S1	OP3Div5	37.5	38.7	FRAGMENT_LARGE
GQ994761_1_630	S1	OP3Div1	50.0	43.6	FRAGMENT_LARGE
GQ994801_1_714	S1	OP3Div5	39.2	39.9	FRAGMENT_LARGE
GU208257_1_1469	S1	OP3Div1	96.4	94.9	0
GU472721_1_1508	S1	OP3Div3	95.3	94.9	0
GU912969_1_518	S1	OP3Div5	32.0	39.3	FRAGMENT_LARGE
HE616232_1_833	S1	OP3Div5	62.3	59.4	FRAGMENT_LARGE
HE673545_1_300	S1	OP3Div5	24.0	14.7	FRAGMENT_SMALL
HE678855_1_303	S1	OP3Div5	24.4	15.0	FRAGMENT_SMALL
HE679281_1_303	S1	OP3Div5	24.4	15.0	FRAGMENT_SMALL
GQ994760_1_551	S1	OP3Div1	48.2	42.8	FRAGMENT_LARGE
GQ994867_1_579	S1	OP3Div5	49.3	45.2	FRAGMENT_LARGE
GU208424_1_1468	S1	OP3Div1	96.4	94.9	0
GU472720_1_1508	S1	OP3Div3	95.3	94.9	0
GU553753_1_1485	S1	OP3Div1	97.0	94.5	0
GU591565_1_1085	S1	OP3Div3	57.1	64.4	FRAGMENT_LARGE
HE673486_1_301	S1	OP3Div5	24.4	14.9	FRAGMENT_SMALL
HE674072_1_300	S1	OP3Div5	24.0	14.7	FRAGMENT_SMALL
HE679059_1_303	S1	OP3Div5	24.4	15.0	FRAGMENT_SMALL
GQ994779_1_667	S1	OP3Div1	51.7	46.6	FRAGMENT_LARGE
GQ994803_1_701	S1	OP3Div5	37.8	38.9	FRAGMENT_LARGE
GQ994797_1_694	S1	OP3Div5	37.1	38.5	FRAGMENT_LARGE
GU016291_1_759	S1	OP3Div5	57.5	55.7	FRAGMENT_LARGE
GU475319_1_648	S1	OP3Div2	44.0	50.5	FRAGMENT_LARGE
GU553718_1_1481	S1	OP3Div1	97.0	94.3	0
HE673418_1_302	S1	OP3Div5	24.4	14.9	FRAGMENT_SMALL
HE674022_1_303	S1	OP3Div5	24.4	15.0	FRAGMENT_SMALL
HE679040_1_303	S1	OP3Div5	24.4	15.0	FRAGMENT_SMALL
HE672569_1_301	S1	OP3Div5	24.4	14.9	FRAGMENT_SMALL
HE679652_1_303	S1	OP3Div5	24.4	15.0	FRAGMENT_SMALL
HE673918_1_301	S1	OP3Div5	24.1	14.8	FRAGMENT_SMALL
HE679028_1_303	S1	OP3Div5	24.4	15.0	FRAGMENT_SMALL
HE679599_1_304	S1	OP3Div5	24.4	15.0	FRAGMENT_SMALL
HE999194_1_947	S1	OP3Div1	54.8	57.9	FRAGMENT_LARGE
HF545491_1_905	S1	OP3Div2	56.7	62.9	AMBIGUOUS_BASES,FRAGMENT_LARGE
HF545490_1_905	S1	OP3Div2	56.7	62.9	AMBIGUOUS_BASES,FRAGMENT_LARGE
HM187104_1_1480	S1	OP3Div1	96.6	94.5	0
HM228765_1_880	S1	OP3Div2	65.4	67.5	FRAGMENT_LARGE
HM599490_1_396	S1	OP3Div3	28.7	30.9	FRAGMENT_LARGE
HM599264_1_399	S1	OP3Div3	28.9	31.0	FRAGMENT_LARGE
HQ127136_1_590	S1	OP3Div1	39.5	40.6	FRAGMENT_LARGE
HQ223361_1_994	S1	OP3Div1	58.7	65.4	FRAGMENT_LARGE
HQ127137_1_590	S1	OP3Div1	39.7	40.8	FRAGMENT_LARGE
HQ127138_1_590	S1	OP3Div1	39.5	40.7	FRAGMENT_LARGE
HQ127134_1_590	S1	OP3Div1	39.7	40.6	AMBIGUOUS_BASES,FRAGMENT_LARGE
HQ127139_1_588	S1	OP3Div1	39.6	40.7	AMBIGUOUS_BASES,FRAGMENT_LARGE
HQ330557_1_1403	S1	OP3Div1	96.4	94.9	0
HQ505770_1_507	S1	OP3Div1	39.4	33.0	FRAGMENT_LARGE
HQ520948_1_508	S1	OP3Div5	39.7	34.2	FRAGMENT_LARGE
HQ606260_1_753	S1	OP3Div1	61.3	57.6	FRAGMENT_LARGE
HQ521701_1_507	S1	OP3Div5	39.7	34.1	FRAGMENT_LARGE
HQ912189_1_309	S1	OP3Div2	14.9	9.6	FRAGMENT_SMALL
JF502986_1_820	S1	OP3Div5	60.9	63.8	FRAGMENT_LARGE
JF910488_1_381	S1	OP3Div5	34.1	29.7	FRAGMENT_LARGE
JF910487_1_424	S1	OP3Div5	36.6	32.9	FRAGMENT_LARGE
JN230011_1_1474	S1	OP3Div1	97.2	94.7	AMBIGUOUS_BASES
JN641430_1_791	S1	OP3Div1	60.5	57.3	FRAGMENT_LARGE
JN626701_1_1385	S1	OP3Div1	97.1	94.9	0
JN676031_1_1424	S1	OP3Div1	96.9	94.6	0
JN867665_1_1379	S1	OP3Div5	96.0	95.1	0
JN656728_1_1525	S1	OP3Div1	96.3	94.9	0
JN867702_1_1377	S1	OP3Div5	96.1	95.2	0
JN867670_1_1379	S1	OP3Div5	96.1	95.2	0
JN867701_1_1379	S1	OP3Div5	96.1	95.2	0
JN867719_1_1379	S1	OP3Div5	96.1	95.2	0
JN867683_1_1380	S1	OP3Div5	96.1	95.2	0
JQ041456_1_890	S1	OP3Div2	49.6	52.8	FRAGMENT_LARGE
JQ217705_1_874	S1	OP3Div3	56.5	61.4	FRAGMENT_LARGE
JQ503160_1_330	S1	OP3Div5	21.7	25.6	FRAGMENT_SMALL
JQ217669_1_874	S1	OP3Div3	56.5	61.4	FRAGMENT_LARGE
JQ482093_1_330	S1	OP3Div5	21.7	25.6	FRAGMENT_SMALL
JQ170279_1_481	S1	OP3Div1	37.3	31.0	FRAGMENT_LARGE
JQ816227_1_1432	S1	OP3Div1	96.4	94.5	0
JQ816462_1_1486	S1	OP3Div1	97.2	94.7	0
JQ816592_1_1037	S1	OP3Div2	59.5	66.3	FRAGMENT_LARGE
JQ817076_1_1468	S1	OP3Div2	96.5	94.9	0
JQ817159_1_1486	S1	OP3Div1	97.2	94.7	0
JX177661_1_867	S1	OP3Div5	63.8	65.8	FRAGMENT_LARGE
JX446059_1_591	S1	OP3Div4	37.3	45.7	FRAGMENT_LARGE
JX446112_1_559	S1	OP3Div4	35.4	43.2	FRAGMENT_LARGE
JQ816347_1_1486	S1	OP3Div1	96.9	94.6	0
JQ816442_1_1486	S1	OP3Div1	97.1	94.7	0
JQ816793_1_1479	S1	OP3Div2	96.5	94.9	0
JQ817095_1_1486	S1	OP3Div1	97.2	94.7	0
JQ817138_1_1486	S1	OP3Div1	97.2	94.7	0
JQ816237_1_1483	S1	OP3Div1	96.3	94.5	0
JQ816400_1_1479	S1	OP3Div2	96.1	94.9	0
JQ816456_1_1486	S1	OP3Div1	97.2	94.7	0
JQ816611_1_1490	S1	OP3Div1	96.8	94.7	0
JQ817075_1_1486	S1	OP3Div1	96.8	94.7	0
JX000976_1_1486	S1	OP3Div1	97.2	94.7	0
JQ817167_1_1341	S1	OP3Div1	97.0	94.8	0
JQ817187_1_1464	S1	OP3Div1	97.2	94.7	0
JX177656_1_888	S1	OP3Div5	63.7	64.7	FRAGMENT_LARGE
JQ818038_1_1487	S1	OP3Div1	96.9	94.6	0
JQ989591_1_1447	S1	OP3Div2	96.1	94.9	0
JX446094_1_569	S1	OP3Div4	35.6	44.0	FRAGMENT_LARGE
JX000980_1_1107	S1	OP3Div1	80.1	80.9	0
JX446152_1_460	S1	OP3Div4	31.4	27.6	FRAGMENT_LARGE
JX177662_1_891	S1	OP3Div5	63.7	65.1	FRAGMENT_LARGE
JX307461_1_349	S1	OP3Div5	25.6	16.5	FRAGMENT_LARGE
JX446060_1_583	S1	OP3Div4	36.9	45.2	FRAGMENT_LARGE
JX446149_1_530	S1	OP3Div4	32.5	33.0	FRAGMENT_LARGE
JX446105_1_581	S1	OP3Div4	35.6	44.9	FRAGMENT_LARGE
JX491580_1_591	S1	OP3Div1	40.5	46.1	FRAGMENT_LARGE
JX748690_1_320	S1	OP3Div4	26.0	19.2	FRAGMENT_LARGE
JX756318_1_337	S1	OP3Div4	26.4	20.8	AMBIGUOUS_BASES,FRAGMENT_LARGE
JX760084_1_331	S1	OP3Div4	26.2	20.4	FRAGMENT_LARGE
JX796973_1_352	S1	OP3Div4	27.4	22.0	FRAGMENT_LARGE
JX797644_1_313	S1	OP3Div5	25.5	18.9	AMBIGUOUS_BASES,FRAGMENT_LARGE
KC605279_1_809	S1	OP3Div1	56.7	55.1	FRAGMENT_LARGE
KC605640_1_796	S1	OP3Div3	56.1	54.8	FRAGMENT_LARGE
KC860606_1_719	S1	OP3Div3	56.6	55.1	FRAGMENT_LARGE
KC604601_1_838	S1	OP3Div3	56.1	54.8	FRAGMENT_LARGE
KC860698_1_570	S1	OP3Div3	36.9	44.5	FRAGMENT_LARGE
KF247788_1_800	S1	OP3Div1	57.2	54.4	FRAGMENT_LARGE
KJ023506_1_975	S1	OP3Div1	56.0	60.3	FRAGMENT_LARGE
KM580293_1_852	S1	OP3Div2	62.7	59.0	FRAGMENT_LARGE
KF742479_1_888	S1	OP3Div1	50.2	53.5	FRAGMENT_LARGE
KJ922398_1_835	S1	OP3Div4	52.7	56.9	FRAGMENT_LARGE
KM356672_1_1479	S1	OP3Div2	96.1	94.9	0
KM410595_1_1365	S1	OP3Div5	96.1	95.1	0
KP266411_1_1007	S1	OP3Div1	56.7	62.2	FRAGMENT_LARGE
KP266398_1_1007	S1	OP3Div1	56.7	62.2	FRAGMENT_LARGE
KT025841_1_1393	S1	OP3Div2	97.1	95.4	0
KT025837_1_921	S1	OP3Div3	50.8	54.3	FRAGMENT_LARGE
KT724669_1_499	S1	OP3Div1	40.1	33.9	FRAGMENT_LARGE
KT797085_1_484	S1	OP3Div3	32.5	30.9	FRAGMENT_LARGE
KU038698_1_473	S1	OP3Div1	35.1	30.6	FRAGMENT_LARGE
KU041019_1_473	S1	OP3Div1	34.9	30.6	CHIMERA,FRAGMENT_LARGE
KT251798_1_475	S1	OP3Div1	32.2	30.4	FRAGMENT_LARGE
KT265212_1_860	S1	OP3Div1	64.7	65.8	FRAGMENT_LARGE
KU649266_1_504	S1	OP3Div1	32.4	31.5	FRAGMENT_LARGE
KU653650_1_504	S1	OP3Div1	32.4	31.5	FRAGMENT_LARGE
KU651469_1_504	S1	OP3Div1	32.3	31.4	FRAGMENT_LARGE
KU654362_1_504	S1	OP3Div1	32.4	31.5	FRAGMENT_LARGE
KT798421_1_484	S1	OP3Div3	32.5	30.9	FRAGMENT_LARGE
KT798247_1_475	S1	OP3Div1	32.2	30.4	FRAGMENT_LARGE
KT798860_1_487	S1	OP3Div5	32.5	30.9	FRAGMENT_LARGE
KU038976_1_474	S1	OP3Div1	35.4	30.7	FRAGMENT_LARGE
LK025324_1_385	S1	OP3Div5	24.2	29.9	FRAGMENT_SMALL
LN797997_1_326	S1	OP3Div4	26.1	20.0	FRAGMENT_LARGE
LN799823_1_326	S1	OP3Div4	26.1	20.0	FRAGMENT_LARGE
LN801829_1_326	S1	OP3Div4	26.1	20.0	FRAGMENT_LARGE
LN803975_1_327	S1	OP3Div4	26.1	20.0	FRAGMENT_LARGE
LN804938_1_326	S1	OP3Div4	26.1	20.0	FRAGMENT_LARGE
LN807023_1_327	S1	OP3Div4	26.1	20.0	FRAGMENT_LARGE
LT172962_1_310	S1	OP3Div5	26.3	18.8	FRAGMENT_LARGE
LN796591_1_327	S1	OP3Div4	26.1	20.0	FRAGMENT_LARGE
LN798457_1_321	S1	OP3Div4	25.4	19.6	FRAGMENT_LARGE
LN801699_1_327	S1	OP3Div4	26.1	20.0	FRAGMENT_LARGE
LN803015_1_326	S1	OP3Div4	26.1	20.0	FRAGMENT_LARGE
LN804875_1_333	S1	OP3Div4	26.1	20.0	FRAGMENT_LARGE
LN805874_1_327	S1	OP3Div4	26.1	20.0	FRAGMENT_LARGE
LN807834_1_327	S1	OP3Div4	26.1	20.0	FRAGMENT_LARGE
LN808578_1_327	S1	OP3Div4	26.1	20.0	FRAGMENT_LARGE
LK025244_1_820	S1	OP3Div5	59.4	56.9	FRAGMENT_LARGE
LK025334_1_411	S1	OP3Div5	24.8	31.9	FRAGMENT_SMALL
LK025278_1_820	S1	OP3Div5	59.4	56.9	FRAGMENT_LARGE
LN798028_1_326	S1	OP3Div4	26.0	20.0	FRAGMENT_LARGE
LN798765_1_327	S1	OP3Div4	26.1	20.0	FRAGMENT_LARGE
LN799222_1_326	S1	OP3Div4	26.1	20.0	FRAGMENT_LARGE
LN799462_1_337	S1	OP3Div1	26.1	19.9	FRAGMENT_LARGE
LN800008_1_328	S1	OP3Div4	26.6	20.0	FRAGMENT_LARGE
LN797863_1_325	S1	OP3Div4	26.1	19.9	FRAGMENT_LARGE
LN800871_1_327	S1	OP3Div4	26.1	20.0	FRAGMENT_LARGE
LN798778_1_327	S1	OP3Div4	26.1	20.0	FRAGMENT_LARGE
LN803447_1_326	S1	OP3Div4	26.1	19.9	FRAGMENT_LARGE
LN799639_1_327	S1	OP3Div4	26.1	20.0	FRAGMENT_LARGE
LN801253_1_326	S1	OP3Div4	26.1	20.0	FRAGMENT_LARGE
LN805005_1_328	S1	OP3Div4	26.6	20.0	FRAGMENT_LARGE
LN806063_1_327	S1	OP3Div4	26.1	20.0	FRAGMENT_LARGE
