#SeqID	Sample	OTU	PercEntropy	PercMaskedBases	OTUComp
KC604597_1_839	S1	OP3Div2	58.0	55.5	[["USR", 467], ["OP3Div2", 16]]
KC604598_1_838	S1	OP3Div2	58.0	55.5	[["USR", 467], ["OP3Div2", 16]]
KC604602_1_838	S1	OP3Div2	58.0	55.5	[["USR", 467], ["OP3Div2", 16]]
HM228621_1_879	S1	OP3Div2	65.8	67.4	[["USR", 467], ["OP3Div2", 16]]
KC604648_1_822	S1	OP3Div2	57.3	55.1	[["USR", 467], ["OP3Div2", 16]]
JQ217767_1_858	S1	OP3Div2	56.1	60.5	[["USR", 467], ["OP3Div2", 16]]
JQ217772_1_858	S1	OP3Div2	56.1	60.5	[["USR", 467], ["OP3Div2", 16]]
KC605408_1_804	S1	OP3Div2	57.8	55.5	[["USR", 467], ["OP3Div2", 16]]
JQ793346_1_679	S1	OP3Div2	43.6	53.0	[["USR", 467], ["OP3Div2", 16]]
JQ370407_1_797	S1	OP3Div2	57.6	55.2	[["USR", 467], ["OP3Div2", 16]]
GU390353_1_799	S1	OP3Div2	57.5	55.1	[["USR", 467], ["OP3Div2", 16]]
FJ484193_1_764	S1	OP3Div2	52.5	56.8	[["USR", 467], ["OP3Div2", 16]]
GQ242540_1_574	S1	OP3Div2	50.9	44.4	[["USR", 467], ["OP3Div2", 16]]
HF545489_1_973	S1	OP3Div2	69.9	75.7	[["USR", 467], ["OP3Div2", 16]]
AB805904_1_1479	S1	OP3Div2	96.1	94.9	[["USR", 467], ["OP3Div2", 16]]
JQ817170_1_1480	S1	OP3Div2	96.6	95.0	[["USR", 467], ["OP3Div2", 16]]
FJ746242_1_1482	S1	OP3Div2	96.6	95.0	[["USR", 467], ["OP3Div2", 16]]
AB433166_1_886	S1	OP3Div2	63.7	62.8	[["USR", 467], ["OP3Div2", 16]]
FJ746094_1_1452	S1	OP3Div2	96.1	94.9	[["USR", 467], ["OP3Div2", 16]]
AF424409_1_1003	S1	OP3Div2	56.6	62.0	[["USR", 467], ["OP3Div2", 16]]
KM356689_1_1510	S1	OP3Div2	96.0	94.5	[["USR", 467], ["OP3Div2", 16]]
GU475285_1_687	S1	OP3Div2	56.6	52.9	[["USR", 467], ["OP3Div2", 16]]
EU386072_1_1480	S1	OP3Div2	96.0	94.5	[["USR", 467], ["OP3Div2", 16]]
JQ691924_1_595	S1	OP3Div2	36.8	46.2	[["USR", 467], ["OP3Div2", 16]]
HM243923_1_1512	S1	OP3Div2	94.9	94.2	[["USR", 467], ["OP3Div2", 16]]
JN934135_1_457	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN934122_1_455	S1	OP3Div2	30.9	35.5	[["USR", 467], ["OP3Div2", 16]]
JN927646_1_458	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN927647_1_460	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN934127_1_448	S1	OP3Div2	30.8	34.7	[["USR", 467], ["OP3Div2", 16]]
JN934128_1_451	S1	OP3Div2	30.8	35.1	[["USR", 467], ["OP3Div2", 16]]
JN934129_1_446	S1	OP3Div2	30.8	34.8	[["USR", 467], ["OP3Div2", 16]]
JN934117_1_414	S1	OP3Div2	30.3	32.2	[["USR", 467], ["OP3Div2", 16]]
JN934126_1_449	S1	OP3Div2	30.8	34.8	[["USR", 467], ["OP3Div2", 16]]
JN934132_1_451	S1	OP3Div2	30.9	35.1	[["USR", 467], ["OP3Div2", 16]]
JN932846_1_422	S1	OP3Div2	30.5	32.9	[["USR", 467], ["OP3Div2", 16]]
JN934133_1_442	S1	OP3Div2	30.6	34.4	[["USR", 467], ["OP3Div2", 16]]
JN932831_1_446	S1	OP3Div2	30.8	34.8	[["USR", 467], ["OP3Div2", 16]]
JN934124_1_458	S1	OP3Div2	30.9	35.5	[["USR", 467], ["OP3Div2", 16]]
JN932828_1_456	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN932824_1_457	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN934130_1_456	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN932820_1_455	S1	OP3Div2	30.9	35.5	[["USR", 467], ["OP3Div2", 16]]
JN931601_1_458	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN929543_1_456	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN932829_1_456	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN929539_1_457	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN932827_1_456	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN929540_1_457	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN929542_1_456	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN929541_1_446	S1	OP3Div2	30.8	34.8	[["USR", 467], ["OP3Div2", 16]]
JN929536_1_455	S1	OP3Div2	30.9	35.3	[["USR", 467], ["OP3Div2", 16]]
JN924943_1_455	S1	OP3Div2	30.9	35.3	[["USR", 467], ["OP3Div2", 16]]
JN924944_1_457	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN929538_1_460	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN929535_1_447	S1	OP3Div2	30.8	34.7	[["USR", 467], ["OP3Div2", 16]]
JN929537_1_421	S1	OP3Div2	30.4	32.5	[["USR", 467], ["OP3Div2", 16]]
JN932821_1_457	S1	OP3Div2	30.9	35.5	[["USR", 467], ["OP3Div2", 16]]
JN932826_1_455	S1	OP3Div2	30.9	35.5	[["USR", 467], ["OP3Div2", 16]]
JN932823_1_406	S1	OP3Div2	30.3	31.5	[["USR", 467], ["OP3Div2", 16]]
JN932830_1_456	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN932815_1_433	S1	OP3Div2	30.5	33.6	[["USR", 467], ["OP3Div2", 16]]
JN932822_1_454	S1	OP3Div2	30.9	35.4	[["USR", 467], ["OP3Div2", 16]]
JN931611_1_387	S1	OP3Div2	29.0	30.2	[["USR", 467], ["OP3Div2", 16]]
JN931607_1_459	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN931604_1_458	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN931605_1_457	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN931602_1_457	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN931606_1_424	S1	OP3Div2	30.5	33.1	[["USR", 467], ["OP3Div2", 16]]
JN931596_1_457	S1	OP3Div2	30.9	35.5	[["USR", 467], ["OP3Div2", 16]]
JN931597_1_446	S1	OP3Div2	30.8	34.8	[["USR", 467], ["OP3Div2", 16]]
JN931610_1_431	S1	OP3Div2	30.5	33.5	[["USR", 467], ["OP3Div2", 16]]
JN931600_1_418	S1	OP3Div2	30.4	32.4	[["USR", 467], ["OP3Div2", 16]]
JN931603_1_392	S1	OP3Div2	29.1	30.6	[["USR", 467], ["OP3Div2", 16]]
JN931608_1_457	S1	OP3Div2	30.9	35.5	[["USR", 467], ["OP3Div2", 16]]
JN931617_1_389	S1	OP3Div2	29.0	30.3	[["USR", 467], ["OP3Div2", 16]]
JN931594_1_328	S1	OP3Div2	24.8	25.5	[["USR", 467], ["OP3Div2", 16]]
JN931599_1_303	S1	OP3Div2	22.3	23.1	[["USR", 467], ["OP3Div2", 16]]
JN926153_1_443	S1	OP3Div2	30.7	34.6	[["USR", 467], ["OP3Div2", 16]]
JN926148_1_463	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN926151_1_415	S1	OP3Div2	30.4	32.4	[["USR", 467], ["OP3Div2", 16]]
JN924945_1_457	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN926150_1_402	S1	OP3Div2	30.2	31.4	[["USR", 467], ["OP3Div2", 16]]
JN926149_1_458	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN926154_1_456	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN926155_1_457	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN926152_1_457	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN924947_1_457	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN924942_1_458	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN926156_1_367	S1	OP3Div2	26.2	28.1	[["USR", 467], ["OP3Div2", 16]]
JN929545_1_458	S1	OP3Div2	30.9	35.5	[["USR", 467], ["OP3Div2", 16]]
JN929544_1_458	S1	OP3Div2	30.9	35.5	[["USR", 467], ["OP3Div2", 16]]
JN934131_1_456	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN923683_1_456	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN923682_1_456	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN923678_1_454	S1	OP3Div2	30.9	35.3	[["USR", 467], ["OP3Div2", 16]]
JN923679_1_410	S1	OP3Div2	30.3	32.0	[["USR", 467], ["OP3Div2", 16]]
JN923676_1_414	S1	OP3Div2	30.3	32.3	[["USR", 467], ["OP3Div2", 16]]
JN923681_1_456	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN923672_1_457	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN923677_1_457	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN921677_1_456	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN921666_1_458	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN921678_1_456	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN921675_1_441	S1	OP3Div2	30.6	34.4	[["USR", 467], ["OP3Div2", 16]]
JN921670_1_442	S1	OP3Div2	30.6	34.4	[["USR", 467], ["OP3Div2", 16]]
JN921676_1_456	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN921659_1_442	S1	OP3Div2	30.6	34.2	[["USR", 467], ["OP3Div2", 16]]
JN921671_1_446	S1	OP3Div2	30.8	34.7	[["USR", 467], ["OP3Div2", 16]]
JN921669_1_436	S1	OP3Div2	30.5	33.5	[["USR", 467], ["OP3Div2", 16]]
JN923720_1_448	S1	OP3Div2	30.9	34.9	[["USR", 467], ["OP3Div2", 16]]
JN923680_1_456	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN922651_1_458	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN922650_1_457	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN922652_1_456	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN922655_1_456	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN922645_1_424	S1	OP3Div2	30.4	32.9	[["USR", 467], ["OP3Div2", 16]]
JN920198_1_415	S1	OP3Div2	30.4	32.4	[["USR", 467], ["OP3Div2", 16]]
JN920194_1_456	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN920192_1_457	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN916349_1_458	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN920197_1_456	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN920190_1_444	S1	OP3Div2	30.7	34.6	[["USR", 467], ["OP3Div2", 16]]
JN920188_1_448	S1	OP3Div2	30.8	34.7	[["USR", 467], ["OP3Div2", 16]]
JN920193_1_456	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN920191_1_457	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN920182_1_456	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN920189_1_458	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN920196_1_434	S1	OP3Div2	30.5	33.6	[["USR", 467], ["OP3Div2", 16]]
JN920186_1_455	S1	OP3Div2	30.9	35.5	[["USR", 467], ["OP3Div2", 16]]
JN915294_1_373	S1	OP3Div2	27.1	29.0	[["USR", 467], ["OP3Div2", 16]]
JN924941_1_455	S1	OP3Div2	30.9	35.5	[["USR", 467], ["OP3Div2", 16]]
JN924946_1_456	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN916355_1_447	S1	OP3Div2	30.8	34.8	[["USR", 467], ["OP3Div2", 16]]
JN916352_1_446	S1	OP3Div2	30.8	34.8	[["USR", 467], ["OP3Div2", 16]]
JN916347_1_463	S1	OP3Div2	31.1	35.7	[["USR", 467], ["OP3Div2", 16]]
JN916354_1_456	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN916350_1_457	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN916353_1_455	S1	OP3Div2	30.9	35.5	[["USR", 467], ["OP3Div2", 16]]
JN916351_1_457	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN916357_1_457	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN917327_1_456	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN917320_1_456	S1	OP3Div2	30.8	35.5	[["USR", 467], ["OP3Div2", 16]]
JN917326_1_456	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN917322_1_457	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN917325_1_457	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN917321_1_457	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN917324_1_456	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN917328_1_448	S1	OP3Div2	30.7	34.6	[["USR", 467], ["OP3Div2", 16]]
JN916358_1_457	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN916356_1_456	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN916348_1_460	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN915313_1_456	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN915312_1_458	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN924464_1_435	S1	OP3Div2	30.6	33.9	[["USR", 467], ["OP3Div2", 16]]
JN916851_1_457	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN915893_1_456	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN920201_1_457	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN921680_1_395	S1	OP3Div2	29.0	30.5	[["USR", 467], ["OP3Div2", 16]]
JN921672_1_437	S1	OP3Div2	30.6	34.0	[["USR", 467], ["OP3Div2", 16]]
JN921665_1_457	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN921681_1_456	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN921668_1_454	S1	OP3Div2	30.9	35.4	[["USR", 467], ["OP3Div2", 16]]
JN921674_1_452	S1	OP3Div2	30.9	35.3	[["USR", 467], ["OP3Div2", 16]]
JN920199_1_453	S1	OP3Div2	30.9	35.3	[["USR", 467], ["OP3Div2", 16]]
JN927583_1_441	S1	OP3Div2	30.6	34.4	[["USR", 467], ["OP3Div2", 16]]
JN927577_1_459	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN927584_1_456	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN927581_1_449	S1	OP3Div2	30.8	34.8	[["USR", 467], ["OP3Div2", 16]]
JN927576_1_447	S1	OP3Div2	30.8	34.8	[["USR", 467], ["OP3Div2", 16]]
JN927582_1_456	S1	OP3Div2	30.9	35.5	[["USR", 467], ["OP3Div2", 16]]
JN927578_1_458	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN927575_1_456	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN927574_1_457	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN927579_1_457	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN927580_1_456	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN926856_1_453	S1	OP3Div2	30.9	35.3	[["USR", 467], ["OP3Div2", 16]]
JN926853_1_395	S1	OP3Div2	29.1	30.5	[["USR", 467], ["OP3Div2", 16]]
JN926854_1_458	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN926855_1_446	S1	OP3Div2	30.8	34.8	[["USR", 467], ["OP3Div2", 16]]
JN926857_1_458	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN917962_1_456	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN917961_1_447	S1	OP3Div2	30.8	34.8	[["USR", 467], ["OP3Div2", 16]]
JN917663_1_448	S1	OP3Div2	30.8	34.8	[["USR", 467], ["OP3Div2", 16]]
JN918573_1_396	S1	OP3Div2	29.3	30.8	[["USR", 467], ["OP3Div2", 16]]
JN918571_1_456	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN918572_1_456	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN918569_1_326	S1	OP3Div2	24.8	25.3	[["USR", 467], ["OP3Div2", 16]]
