#SeqID	Sample	OTU	PercEntropy	PercMaskedBases	Hit	PID	QCov
AY226198_1_734	S1	OP3Div4	49.5	53.4	EF687299	99.0	100.0
AM991275_1_1469	S1	OP3Div5	96.1	95.2	AM991275	100.0	100.0
AY661975_1_1492	S1	OP3Div5	96.1	95.1	AY661975	100.0	100.0
AY226329_1_727	S1	OP3Div4	46.9	51.7	EF687299	98.5	99.4
AY547852_1_679	S1	OP3Div4	45.6	50.4	EF687299	99.4	100.0
AY532589_1_1537	S1	OP3Div2	96.2	94.5	AY532589	100.0	100.0
AY013695_1_1571	S1	OP3Div2	96.4	94.5	AY013695	100.0	100.0
AY547868_1_710	S1	OP3Div4	46.8	51.6	EF687299	99.6	100.0
AY667264_1_1505	S1	OP3Div3	95.1	94.9	AY667264	100.0	100.0
AY164383_1_700	S1	OP3Div4	44.9	49.2	EF687299	99.1	99.7
AY627570_1_1336	S1	OP3Div2	96.5	94.5	AY627570	100.0	100.0
AY164449_1_703	S1	OP3Div4	45.2	49.8	EF687299	99.4	100.0
AY690235_1_859	S1	OP3Div1	56.5	60.7	DQ676384	98.1	100.0
AY344402_1_1557	S1	OP3Div4	96.0	94.9	AY344402	100.0	100.0
DQ088765_1_1527	S1	OP3Div3	91.9	93.2	DQ088765	100.0	100.0
AY775535_1_1320	S1	OP3Div5	96.0	95.1	AY775535	100.0	100.0
AY547784_1_695	S1	OP3Div4	45.6	50.4	EF687299	99.3	100.0
DQ289311_1_552	S1	OP3Div4	38.5	39.3	EF687299	97.6	99.5
CR933082_1_1318	S1	OP3Div1	96.9	94.9	CR933082	100.0	100.0
AY547867_1_698	S1	OP3Div4	47.0	51.8	EF687299	99.3	100.0
DQ018787_1_1370	S1	OP3Div1	97.3	94.9	DQ018787	100.0	100.0
DQ070819_1_1406	S1	OP3Div1	97.0	94.2	DQ070819	100.0	100.0
AY775515_1_1326	S1	OP3Div5	96.0	95.1	AY775515	100.0	100.0
DQ289348_1_518	S1	OP3Div4	33.1	34.0	EF687299	99.0	100.0
AY792313_1_1543	S1	OP3Div2	96.7	94.7	AY792313	100.0	100.0
DQ453208_1_457	S1	OP3Div4	31.7	28.4	EF687299	98.2	96.7
DQ289302_1_551	S1	OP3Div4	33.4	34.6	EF687299	98.1	94.7
DQ289368_1_518	S1	OP3Div4	33.1	34.0	EF687299	99.0	100.0
DQ404728_1_1548	S1	OP3Div3	95.3	94.9	DQ404728	100.0	100.0
DQ407397_1_527	S1	OP3Div2	39.4	31.2	FJ437903	97.9	99.1
DQ289354_1_552	S1	OP3Div4	38.5	39.3	EF687299	97.6	99.5
DQ453431_1_507	S1	OP3Div4	34.3	36.0	EF687299	98.2	99.8
DQ404724_1_1548	S1	OP3Div3	95.3	94.9	DQ404728	100.0	100.0
DQ642413_1_926	S1	OP3Div3	63.6	66.1	FJ437841	97.4	99.7
DQ419694_1_567	S1	OP3Div3	39.7	33.7	AB232814	99.8	96.3
DQ453430_1_507	S1	OP3Div4	34.3	36.0	EF687299	98.2	99.8
DQ642412_1_977	S1	OP3Div3	67.8	69.2	DQ404728	97.5	100.0
DQ676354_1_1449	S1	OP3Div5	96.1	95.1	DQ676354	100.0	100.0
DQ676311_1_1442	S1	OP3Div5	96.1	95.2	DQ676311	100.0	100.0
DQ676386_1_1467	S1	OP3Div2	96.7	94.6	DQ676386	100.0	100.0
DQ837261_1_1450	S1	OP3Div3	95.3	94.9	DQ837261	100.0	100.0
EF093938_1_392	S1	OP3Div5	26.0	19.9	AY661975	100.0	16.6
EF665123_1_953	S1	OP3Div5	71.2	71.0	AY661975	97.4	100.0
EU048672_1_1481	S1	OP3Div2	96.4	94.9	EU048672	100.0	100.0
EU134905_1_1331	S1	OP3Div2	96.8	94.9	EU134905	100.0	100.0
EU134909_1_1431	S1	OP3Div2	97.4	95.3	EU134909	100.0	100.0
EU236383_1_1433	S1	OP3Div5	96.0	94.9	EU236383	100.0	100.0
EU373974_1_1518	S1	OP3Div1	96.0	94.2	EU373974	100.0	100.0
EU385720_1_1476	S1	OP3Div2	96.4	94.6	EU385720	100.0	100.0
EU385777_1_1479	S1	OP3Div2	96.6	94.9	EU385777	100.0	100.0
EU385922_1_1486	S1	OP3Div1	96.9	94.6	EU385922	100.0	100.0
EU386021_1_1505	S1	OP3Div4	95.6	94.8	EU386021	100.0	100.0
EU386085_1_1479	S1	OP3Div2	96.1	94.9	EU386085	100.0	100.0
EU491235_1_1552	S1	OP3Div5	96.6	95.1	EU491235	100.0	100.0
EU546276_1_798	S1	OP3Div1	42.4	45.8	FJ437883	99.0	98.6
EU662507_1_1529	S1	OP3Div1	96.1	94.7	FJ437883	97.9	99.7
EU800499_1_1509	S1	OP3Div5	96.1	95.1	EU800499	100.0	100.0
DQ676384_1_1462	S1	OP3Div1	97.2	94.9	DQ676384	100.0	100.0
DQ996920_1_740	S1	OP3Div1	59.6	56.6	EU385922	98.9	100.0
EF460044_1_956	S1	OP3Div3	63.2	64.0	DQ404728	97.1	100.0
EF602488_1_1422	S1	OP3Div4	96.6	95.0	EF602488	100.0	100.0
EF687299_1_1412	S1	OP3Div4	96.4	94.8	EF687299	100.0	100.0
EU101223_1_1447	S1	OP3Div5	96.1	95.1	EU101223	100.0	100.0
EU140705_1_780	S1	OP3Div1	62.7	58.7	EU385922	98.0	98.1
EU236377_1_1374	S1	OP3Div5	95.9	94.5	EU236377	100.0	100.0
EU385719_1_1486	S1	OP3Div1	96.8	94.7	EU385719	100.0	100.0
EU385765_1_1479	S1	OP3Div2	96.6	94.9	EU385765	100.0	100.0
EU386007_1_1479	S1	OP3Div2	96.1	94.9	EU386007	100.0	100.0
EU491233_1_1551	S1	OP3Div5	96.1	95.0	EU491233	100.0	100.0
EU546275_1_852	S1	OP3Div1	45.6	50.1	FJ437883	99.0	98.7
DQ676379_1_1461	S1	OP3Div1	97.2	94.9	DQ676379	100.0	100.0
DQ996919_1_740	S1	OP3Div2	59.4	56.6	EU385716	98.5	100.0
EF602487_1_1401	S1	OP3Div2	95.7	94.5	EF602487	100.0	100.0
EF668559_1_366	S1	OP3Div3	23.5	28.5	FJ437841	97.7	96.7
EF687295_1_718	S1	OP3Div4	48.6	55.5	EF687299	99.0	99.7
EU101222_1_1447	S1	OP3Div5	96.1	95.1	EU101223	100.0	100.0
EU134907_1_1350	S1	OP3Div1	97.1	94.7	EU134907	100.0	100.0
EU245967_1_1556	S1	OP3Div5	96.1	95.2	EU245967	100.0	100.0
EU335171_1_1545	S1	OP3Div5	96.1	95.2	EU335171	100.0	100.0
EU385716_1_1479	S1	OP3Div2	96.6	94.9	EU385716	100.0	100.0
EU385757_1_1483	S1	OP3Div1	96.3	94.5	EU385922	97.0	100.0
EU385956_1_1468	S1	OP3Div2	96.4	94.9	EU385956	100.0	100.0
EU386066_1_1480	S1	OP3Div2	96.6	95.0	EU386066	100.0	100.0
EU491104_1_1551	S1	OP3Div5	96.5	95.1	EU491104	100.0	100.0
EU491175_1_1551	S1	OP3Div5	96.6	95.1	EU491175	100.0	100.0
EU491309_1_1548	S1	OP3Div5	96.6	95.1	EU491309	100.0	100.0
EU522667_1_1377	S1	OP3Div2	96.8	95.2	EU522667	100.0	100.0
EF032777_1_1476	S1	OP3Div1	96.3	94.3	EF032777	100.0	100.0
EU881347_1_1508	S1	OP3Div2	95.9	94.2	EU881347	100.0	100.0
EF687269_1_719	S1	OP3Div4	49.0	55.5	EF687299	98.7	99.6
EU050948_1_1458	S1	OP3Div5	96.0	94.9	EU050948	100.0	100.0
EU134906_1_1312	S1	OP3Div1	97.3	95.2	EU134911	100.0	100.0
EU134911_1_1312	S1	OP3Div1	97.3	95.2	EU134911	100.0	100.0
EU385667_1_1466	S1	OP3Div2	96.5	94.6	EU385667	100.0	100.0
EU385743_1_1466	S1	OP3Div2	94.6	94.0	EU385743	100.0	100.0
EU385790_1_1487	S1	OP3Div2	96.5	94.9	EU385790	100.0	100.0
EU386033_1_1490	S1	OP3Div2	96.3	94.5	EU386033	100.0	100.0
EU491137_1_1549	S1	OP3Div5	96.6	95.1	EU491137	100.0	100.0
EU491266_1_1517	S1	OP3Div1	96.9	94.5	EU491266	100.0	100.0
EU662508_1_1531	S1	OP3Div1	96.3	94.9	FJ437883	97.8	99.6
EU801302_1_1443	S1	OP3Div1	97.0	94.8	EU801302	100.0	100.0
EU921212_1_931	S1	OP3Div3	56.9	62.6	AF407201	98.5	100.0
EU937894_1_1532	S1	OP3Div2	97.0	95.5	EU937894	100.0	100.0
EU921219_1_931	S1	OP3Div3	56.9	62.6	FJ437841	97.5	100.0
FJ205236_1_1503	S1	OP3Div2	97.5	95.6	FJ205236	100.0	100.0
FJ205385_1_1520	S1	OP3Div5	96.1	95.0	FJ205385	100.0	100.0
FJ205349_1_1500	S1	OP3Div1	96.6	94.7	FJ205349	100.0	100.0
FJ437903_1_1539	S1	OP3Div2	96.5	94.7	FJ437903	100.0	100.0
FJ901531_1_496	S1	OP3Div2	32.3	38.7	EU385956	97.4	100.0
EU921221_1_931	S1	OP3Div3	56.9	62.6	DQ404728	97.9	100.0
EU937932_1_1435	S1	OP3Div2	95.9	94.2	EU937932	100.0	100.0
FJ437883_1_1525	S1	OP3Div1	96.4	94.9	FJ437883	100.0	100.0
FJ437841_1_1495	S1	OP3Div3	95.3	94.9	FJ437841	100.0	100.0
FJ516821_1_1533	S1	OP3Div1	96.9	94.6	FJ516821	100.0	100.0
FJ823180_1_981	S1	OP3Div1	56.2	60.2	FJ437883	99.0	100.0
FM205941_1_455	S1	OP3Div1	32.9	27.5	FJ437883	99.1	96.5
FM206203_1_482	S1	OP3Div2	36.9	28.8	FJ437903	97.3	99.8
FM206206_1_571	S1	OP3Div1	37.4	29.4	FJ437883	99.4	83.0
FM206187_1_529	S1	OP3Div3	31.3	26.5	DQ404728	97.7	90.0
FN296938_1_842	S1	OP3Div2	49.1	52.9	DQ676386	99.2	100.0
FN550452_1_443	S1	OP3Div3	35.3	28.2	AB232814	98.9	100.0
FN550769_1_499	S1	OP3Div3	39.3	32.8	AB232814	99.8	100.0
FM206189_1_524	S1	OP3Div2	34.2	27.9	FJ437903	98.1	91.4
FN870235_1_750	S1	OP3Div1	39.9	42.4	AF524029	99.5	78.1
FM213507_1_699	S1	OP3Div5	37.9	38.8	FJ205385	97.0	98.3
FN550571_1_462	S1	OP3Div3	38.1	29.7	AB232814	99.6	100.0
FQ659464_1_1382	S1	OP3Div1	97.1	94.9	FJ437883	99.5	100.0
FM867564_1_566	S1	OP3Div3	35.6	44.1	AB232806	98.9	100.0
FN550614_1_426	S1	OP3Div3	32.0	26.8	AB232814	99.3	100.0
FM206290_1_641	S1	OP3Div1	39.1	31.5	FJ437883	98.8	79.3
FN550417_1_321	S1	OP3Div3	26.8	20.2	AB232814	97.8	100.0
FN550772_1_445	S1	OP3Div3	37.5	29.0	AB232814	98.4	100.0
GQ165440_1_401	S1	OP3Div2	30.2	31.3	AY013695	98.8	100.0
GQ181910_1_939	S1	OP3Div3	57.6	64.7	AB248652	98.7	100.0
GQ165441_1_400	S1	OP3Div2	29.6	31.2	AY013695	97.8	100.0
GQ123174_1_371	S1	OP3Div1	24.0	28.7	FJ437883	99.2	100.0
GQ182134_1_850	S1	OP3Div3	57.8	55.7	AB248652	99.8	97.6
GQ124630_1_371	S1	OP3Div1	24.0	28.7	FJ437883	99.2	100.0
GQ123845_1_371	S1	OP3Div1	24.0	28.7	FJ437883	99.2	100.0
GQ182311_1_854	S1	OP3Div3	58.0	55.9	AB248652	99.5	97.7
GQ221422_1_513	S1	OP3Div3	38.4	32.7	DQ837261	98.4	84.4
GQ390882_1_397	S1	OP3Div3	30.3	26.1	AF407201	97.7	97.5
GQ391750_1_398	S1	OP3Div2	31.1	26.6	EU937894	97.5	99.2
GQ391694_1_402	S1	OP3Div3	30.9	26.3	DQ404728	98.8	99.5
GQ925727_1_327	S1	OP3Div1	21.3	19.0	EU134911	97.1	72.5
GQ994738_1_645	S1	OP3Div5	51.0	45.8	DQ676354	98.1	100.0
GQ994726_1_697	S1	OP3Div5	37.5	38.7	DQ676354	98.2	94.3
GQ994761_1_630	S1	OP3Div1	50.0	43.6	FJ437883	98.9	100.0
GQ994801_1_714	S1	OP3Div5	39.2	39.9	DQ676354	98.8	94.4
GU208257_1_1469	S1	OP3Div1	96.4	94.9	FJ437883	99.3	99.5
GU472721_1_1508	S1	OP3Div3	95.3	94.9	FJ437841	97.0	97.2
GU912969_1_518	S1	OP3Div5	32.0	39.3	DQ676354	97.5	100.0
HE616232_1_833	S1	OP3Div5	62.3	59.4	AY661975	97.1	100.0
HE673545_1_300	S1	OP3Div5	24.0	14.7	AY661975	100.0	14.3
HE678855_1_303	S1	OP3Div5	24.4	15.0	AM991275	100.0	14.5
HE679281_1_303	S1	OP3Div5	24.4	15.0	AM991275	100.0	14.5
GQ994760_1_551	S1	OP3Div1	48.2	42.8	DQ676379	99.6	100.0
GQ994867_1_579	S1	OP3Div5	49.3	45.2	DQ676354	97.8	100.0
GU208424_1_1468	S1	OP3Div1	96.4	94.9	FJ437883	98.8	99.6
GU472720_1_1508	S1	OP3Div3	95.3	94.9	FJ437841	98.6	97.3
GU553753_1_1485	S1	OP3Div1	97.0	94.5	EU385719	98.4	100.0
GU591565_1_1085	S1	OP3Div3	57.1	64.4	DQ404728	98.7	84.3
HE673486_1_301	S1	OP3Div5	24.4	14.9	AM991275	100.0	14.6
HE674072_1_300	S1	OP3Div5	24.0	14.7	AY775535	100.0	14.7
HE679059_1_303	S1	OP3Div5	24.4	15.0	AY661975	100.0	14.2
GQ994779_1_667	S1	OP3Div1	51.7	46.6	DQ676379	98.8	100.0
GQ994803_1_701	S1	OP3Div5	37.8	38.9	DQ676354	98.0	94.2
GQ994797_1_694	S1	OP3Div5	37.1	38.5	DQ676354	98.0	94.2
GU016291_1_759	S1	OP3Div5	57.5	55.7	AY661975	97.0	100.0
GU475319_1_648	S1	OP3Div2	44.0	50.5	EU385667	99.1	100.0
GU553718_1_1481	S1	OP3Div1	97.0	94.3	EU385719	98.1	99.9
HE673418_1_302	S1	OP3Div5	24.4	14.9	AM991275	100.0	14.6
HE674022_1_303	S1	OP3Div5	24.4	15.0	AM991275	100.0	14.5
HE679040_1_303	S1	OP3Div5	24.4	15.0	AM991275	100.0	14.5
HE672569_1_301	S1	OP3Div5	24.4	14.9	AM991275	100.0	14.6
HE679652_1_303	S1	OP3Div5	24.4	15.0	AM991275	100.0	14.5
HE673918_1_301	S1	OP3Div5	24.1	14.8	AY661975	100.0	14.3
HE679028_1_303	S1	OP3Div5	24.4	15.0	AM991275	100.0	14.5
HE679599_1_304	S1	OP3Div5	24.4	15.0	AM991275	100.0	14.5
HE999194_1_947	S1	OP3Div1	54.8	57.9	FJ437883	98.7	100.0
HF545491_1_905	S1	OP3Div2	56.7	62.9	EU386066	98.4	99.8
HF545490_1_905	S1	OP3Div2	56.7	62.9	EU386066	98.4	99.8
HM187104_1_1480	S1	OP3Div1	96.6	94.5	AM902635	97.8	98.7
HM228765_1_880	S1	OP3Div2	65.4	67.5	FJ437903	97.5	99.9
HM599490_1_396	S1	OP3Div3	28.7	30.9	DQ404728	97.7	99.7
HM599264_1_399	S1	OP3Div3	28.9	31.0	DQ404728	98.8	99.7
HQ127136_1_590	S1	OP3Div1	39.5	40.6	DQ676384	99.0	100.0
HQ223361_1_994	S1	OP3Div1	58.7	65.4	AM902635	97.9	98.8
HQ127137_1_590	S1	OP3Div1	39.7	40.8	DQ676384	97.8	100.0
HQ127138_1_590	S1	OP3Div1	39.5	40.7	FJ437883	99.7	100.0
HQ127134_1_590	S1	OP3Div1	39.7	40.6	DQ676384	98.3	100.0
HQ127139_1_588	S1	OP3Div1	39.6	40.7	FJ437883	97.3	100.0
HQ330557_1_1403	S1	OP3Div1	96.4	94.9	FJ437883	99.6	99.9
HQ505770_1_507	S1	OP3Div1	39.4	33.0	FJ437883	97.7	100.0
HQ520948_1_508	S1	OP3Div5	39.7	34.2	DQ676354	97.2	97.0
HQ606260_1_753	S1	OP3Div1	61.3	57.6	EU385719	98.4	100.0
HQ521701_1_507	S1	OP3Div5	39.7	34.1	DQ676354	97.2	97.2
HQ912189_1_309	S1	OP3Div2	14.9	9.6	FJ437903	97.7	99.0
JF502986_1_820	S1	OP3Div5	60.9	63.8	DQ676354	97.1	100.0
JF910488_1_381	S1	OP3Div5	34.1	29.7	AY661975	97.1	100.0
JF910487_1_424	S1	OP3Div5	36.6	32.9	AY661975	97.1	90.3
JN230011_1_1474	S1	OP3Div1	97.2	94.7	EU385719	98.7	99.2
JN641430_1_791	S1	OP3Div1	60.5	57.3	FJ437883	99.1	100.0
JN626701_1_1385	S1	OP3Div1	97.1	94.9	FJ437883	98.6	100.0
JN676031_1_1424	S1	OP3Div1	96.9	94.6	EU385719	98.7	100.0
JN867665_1_1379	S1	OP3Div5	96.0	95.1	AM162486	98.0	100.0
JN656728_1_1525	S1	OP3Div1	96.3	94.9	DQ676384	98.7	95.7
JN867702_1_1377	S1	OP3Div5	96.1	95.2	AM162486	98.3	100.0
JN867670_1_1379	S1	OP3Div5	96.1	95.2	AM162486	97.6	99.9
JN867701_1_1379	S1	OP3Div5	96.1	95.2	AM162486	98.1	100.0
JN867719_1_1379	S1	OP3Div5	96.1	95.2	AM162486	98.0	100.0
JN867683_1_1380	S1	OP3Div5	96.1	95.2	AM162486	97.9	100.0
JQ041456_1_890	S1	OP3Div2	49.6	52.8	FJ437903	97.9	98.0
JQ217705_1_874	S1	OP3Div3	56.5	61.4	FJ437841	98.5	100.0
JQ503160_1_330	S1	OP3Div5	21.7	25.6	AY661975	97.9	100.0
JQ217669_1_874	S1	OP3Div3	56.5	61.4	FJ437841	98.4	100.0
JQ482093_1_330	S1	OP3Div5	21.7	25.6	AM162486	97.0	100.0
JQ170279_1_481	S1	OP3Div1	37.3	31.0	CR933082	97.3	76.5
JQ816227_1_1432	S1	OP3Div1	96.4	94.5	EU385922	97.1	99.0
JQ816462_1_1486	S1	OP3Div1	97.2	94.7	EU385719	98.3	100.0
JQ816592_1_1037	S1	OP3Div2	59.5	66.3	EU386085	98.6	98.7
JQ817076_1_1468	S1	OP3Div2	96.5	94.9	EU385790	99.4	100.0
JQ817159_1_1486	S1	OP3Div1	97.2	94.7	EU385719	98.7	100.0
JX177661_1_867	S1	OP3Div5	63.8	65.8	DQ676354	97.9	100.0
JX446059_1_591	S1	OP3Div4	37.3	45.7	EF687299	98.1	99.8
JX446112_1_559	S1	OP3Div4	35.4	43.2	EF687299	99.3	100.0
JQ816347_1_1486	S1	OP3Div1	96.9	94.6	EU385922	99.0	100.0
JQ816442_1_1486	S1	OP3Div1	97.1	94.7	EU385719	98.5	99.9
JQ816793_1_1479	S1	OP3Div2	96.5	94.9	EU385777	99.3	100.0
JQ817095_1_1486	S1	OP3Div1	97.2	94.7	EU385719	98.4	100.0
JQ817138_1_1486	S1	OP3Div1	97.2	94.7	EU385719	98.7	99.9
JQ816237_1_1483	S1	OP3Div1	96.3	94.5	EU385922	97.1	100.0
JQ816400_1_1479	S1	OP3Div2	96.1	94.9	EU386085	97.9	100.0
JQ816456_1_1486	S1	OP3Div1	97.2	94.7	EU385922	98.9	100.0
JQ816611_1_1490	S1	OP3Div1	96.8	94.7	EU385719	97.1	99.7
JQ817075_1_1486	S1	OP3Div1	96.8	94.7	EU385719	98.7	100.0
JX000976_1_1486	S1	OP3Div1	97.2	94.7	EU385719	98.7	100.0
JQ817167_1_1341	S1	OP3Div1	97.0	94.8	EU385719	98.7	100.0
JQ817187_1_1464	S1	OP3Div1	97.2	94.7	EU385719	98.8	100.0
JX177656_1_888	S1	OP3Div5	63.7	64.7	DQ676354	97.3	99.8
JQ818038_1_1487	S1	OP3Div1	96.9	94.6	EU385719	99.0	99.9
JQ989591_1_1447	S1	OP3Div2	96.1	94.9	EU386085	98.5	97.4
JX446094_1_569	S1	OP3Div4	35.6	44.0	EF687299	99.1	100.0
JX000980_1_1107	S1	OP3Div1	80.1	80.9	EU385719	99.4	98.3
JX446152_1_460	S1	OP3Div4	31.4	27.6	EF687299	97.9	93.9
JX177662_1_891	S1	OP3Div5	63.7	65.1	DQ676354	97.0	99.4
JX307461_1_349	S1	OP3Div5	25.6	16.5	AY661975	98.4	18.1
JX446060_1_583	S1	OP3Div4	36.9	45.2	EF687299	99.3	100.0
JX446149_1_530	S1	OP3Div4	32.5	33.0	EF687299	97.8	94.5
JX446105_1_581	S1	OP3Div4	35.6	44.9	EF687299	99.3	100.0
JX491580_1_591	S1	OP3Div1	40.5	46.1	DQ676384	98.8	100.0
JX748690_1_320	S1	OP3Div4	26.0	19.2	AB252431	97.7	13.4
JX756318_1_337	S1	OP3Div4	26.4	20.8	AY344402	100.0	13.1
JX760084_1_331	S1	OP3Div4	26.2	20.4	AY344402	100.0	13.3
JX796973_1_352	S1	OP3Div4	27.4	22.0	EU386021	100.0	12.5
JX797644_1_313	S1	OP3Div5	25.5	18.9	EU245967	100.0	14.1
KC605279_1_809	S1	OP3Div1	56.7	55.1	FJ437883	98.9	100.0
KC605640_1_796	S1	OP3Div3	56.1	54.8	DQ404728	99.4	90.5
KC860606_1_719	S1	OP3Div3	56.6	55.1	DQ404728	97.1	100.0
KC604601_1_838	S1	OP3Div3	56.1	54.8	FJ437841	98.4	100.0
KC860698_1_570	S1	OP3Div3	36.9	44.5	DQ404728	97.0	100.0
KF247788_1_800	S1	OP3Div1	57.2	54.4	FJ437883	99.0	100.0
KJ023506_1_975	S1	OP3Div1	56.0	60.3	EU385719	98.8	97.2
KM580293_1_852	S1	OP3Div2	62.7	59.0	FJ205236	97.5	99.8
KF742479_1_888	S1	OP3Div1	50.2	53.5	EU385719	99.2	97.2
KJ922398_1_835	S1	OP3Div4	52.7	56.9	EF687299	98.0	96.6
KM356672_1_1479	S1	OP3Div2	96.1	94.9	EU386085	97.6	100.0
KM410595_1_1365	S1	OP3Div5	96.1	95.1	DQ676354	97.1	100.0
KP266411_1_1007	S1	OP3Div1	56.7	62.2	DQ676384	98.8	95.7
KP266398_1_1007	S1	OP3Div1	56.7	62.2	FJ437883	99.1	100.0
KT025841_1_1393	S1	OP3Div2	97.1	95.4	EU522667	98.6	97.4
KT025837_1_921	S1	OP3Div3	50.8	54.3	AB248652	99.3	93.6
KT724669_1_499	S1	OP3Div1	40.1	33.9	FJ437883	98.8	100.0
KT797085_1_484	S1	OP3Div3	32.5	30.9	AB248652	99.8	100.0
KU038698_1_473	S1	OP3Div1	35.1	30.6	FJ437883	98.8	88.6
KU041019_1_473	S1	OP3Div1	34.9	30.6	FJ437883	98.6	90.7
KT251798_1_475	S1	OP3Div1	32.2	30.4	DQ676384	98.9	100.0
KT265212_1_860	S1	OP3Div1	64.7	65.8	FJ437883	98.3	100.0
KU649266_1_504	S1	OP3Div1	32.4	31.5	CR933082	99.6	95.0
KU653650_1_504	S1	OP3Div1	32.4	31.5	FJ437883	97.0	100.0
KU651469_1_504	S1	OP3Div1	32.3	31.4	FJ437883	97.8	100.0
KU654362_1_504	S1	OP3Div1	32.4	31.5	DQ676384	97.6	100.0
KT798421_1_484	S1	OP3Div3	32.5	30.9	FJ437841	98.1	100.0
